vax_product,count_total,count_before20200101,count_onorafter20200101,count_onorafter20201201,earliest_date_onorafter20201201,count_on_earliest_date
1x 5gHiGL6Nt7wjS,0,0,0,0,Inf,0
1x 5jLxZhm8c,0,0,0,0,Inf,0
1x 5kUcbI,0,0,0,0,Inf,0
1x 5oUsAb7K,0,0,0,0,Inf,0
1x 5t1qN-,0,0,0,0,Inf,0
1x 5uq+lbjvP7h+,0,0,0,0,Inf,0
1x 6-nwhp79Ghcrtp,0,0,0,0,Inf,0
1x 603URZmzy9zoVa,0,0,0,0,Inf,0
1x 66MFJ,0,0,0,0,2022-06-01,1
1x 6C+5voX5,0,0,0,0,Inf,0
1x 6HEi4EICXd4,0,0,0,0,2025-03-30,1
1x 6Xn,0,0,0,0,Inf,0
1x 6aE3sqn8mXy,0,0,0,0,Inf,0
1x 6b.Fb3LAFRZy6,0,0,0,0,Inf,0
1x 6cGLjUuX38z,0,0,0,0,Inf,0
1x 6eP2RT,0,0,0,0,Inf,0
1x 6fFfoKZPxoJ,0,0,0,0,Inf,0
1x 6iC,0,0,0,0,Inf,0
1x 6jaGY,0,0,0,0,Inf,0
1x 6lEzk,0,0,0,0,Inf,0
1x 6pb5XfKYt_MqUY.,0,0,0,0,Inf,0
1x 6tx64VPFz,0,0,0,0,Inf,0
1x 6zbtz_nT_,0,0,0,0,Inf,0
1x 7,0,0,0,0,Inf,0
1x 70,0,0,0,0,Inf,0
1x 70MYuURbp3X,0,0,0,0,Inf,0
1x 71PidUK01_GpfU,0,0,0,0,Inf,0
1x 72k7D-urH,0,0,0,0,Inf,0
1x 7Cst,0,0,0,0,Inf,0
1x 7DNzw0vp+,0,0,0,0,Inf,0
1x 7DTDR-,0,0,0,0,Inf,0
1x 7GOfn+,0,0,0,0,Inf,0
1x 7HLZE,0,0,0,0,Inf,0
1x 7Hio6i,0,0,0,0,Inf,0
1x 7HnKg1x2yAwd,0,0,0,0,Inf,0
1x 7ITb,0,0,0,0,Inf,0
1x 7MMCt.DI1vyw,0,0,0,0,Inf,0
1x 7OwAvKmjC-k.,0,0,0,0,Inf,0
1x 7Po,0,0,0,0,Inf,0
1x 7Q,0,0,0,0,Inf,0
1x 7St,0,0,0,0,Inf,0
1x 7V,0,0,0,0,Inf,0
1x 7W9dJJ,0,0,0,0,Inf,0
1x 7Z5,0,0,0,0,Inf,0
1x 7dD,0,0,0,0,2025-04-05,1
1x 7gguEsMeo,0,0,0,0,Inf,0
1x 7goZ64,0,0,0,0,Inf,0
1x 7ioAgTYFjx,0,0,0,0,Inf,0
1x 7n,0,0,0,0,Inf,0
1x 7pE-1ZjD4,0,0,0,0,Inf,0
1x 7quQqb5PG3zKOG,0,0,0,0,Inf,0
1x 8,0,0,0,0,Inf,0
1x 8.h5j9_tCuII4,0,0,0,0,Inf,0
1x 81_sTKOA,0,0,0,0,Inf,0
1x 82FST,0,0,0,0,Inf,0
1x 83Gp8Ij,0,0,0,0,Inf,0
1x 84UEjfc_,0,0,0,0,Inf,0
1x 8FVcrDqt64Er,0,0,0,0,Inf,0
1x 8ICEya,0,0,0,0,2022-09-11,1
1x 8K9rr7Aq,0,0,0,0,Inf,0
1x 8Z6r7vLj,0,0,0,0,Inf,0
1x 8ZMPfrE09IK4O,0,0,0,0,Inf,0
1x 8dMNbswb,0,0,0,0,Inf,0
1x 8fOE5,0,0,0,0,Inf,0
1x 8f_,0,0,0,0,Inf,0
1x 8hgPvOlUA5T,0,0,0,0,Inf,0
1x 8km6lZxXUqQex_r,0,0,0,0,Inf,0
1x 8r3,0,0,0,0,Inf,0
1x 8rHB38-eb_6k_,0,0,0,0,Inf,0
1x 9,0,0,0,0,Inf,0
1x 9+,0,0,0,0,Inf,0
1x 91,0,0,0,0,Inf,0
1x 91W-eAMs9Jol41,0,0,0,0,Inf,0
1x 949v-hHlvfLm,0,0,0,0,Inf,0
1x 959Wbkvhu7M,0,0,0,0,Inf,0
1x 97JbS_FdYWRr,0,0,0,0,Inf,0
1x 9JxDw,0,0,0,0,Inf,0
1x 9Lm2u4x,0,0,0,0,Inf,0
1x 9X_,0,0,0,0,Inf,0
1x 9gYsJJ,0,0,0,0,Inf,0
1x 9i2+8MjA7,0,0,0,0,Inf,0
1x 9iyixTMM,0,0,0,0,Inf,0
1x 9lIvqw.mZfzo1q.,0,0,0,0,Inf,0
1x 9t+G43l5KdItg,0,0,0,0,2021-04-09,1
1x 9y,0,0,0,0,Inf,0
1x A,0,0,0,0,Inf,0
1x ALoWtK,0,0,0,0,Inf,0
1x AM,0,0,0,0,Inf,0
1x AO,0,0,0,0,Inf,0
1x AOsfDUeL.fKm,0,0,0,0,Inf,0
1x AS,0,0,0,0,Inf,0
1x A_7unOS,0,0,0,0,2023-10-23,1
1x Ad0oVDMT,0,0,0,0,Inf,0
1x Ad9299Yah,0,0,0,0,Inf,0
1x Ag.Jw3o,0,0,0,0,Inf,0
1x Aj5D_buF,0,0,0,0,Inf,0
1x An,0,0,0,0,Inf,0
1x Au,0,0,0,0,2021-02-14,1
1x AzZT,0,0,0,0,Inf,0
1x B,0,0,0,0,Inf,0
1x B0frPD,0,0,0,0,Inf,0
1x B2h9,0,0,0,0,Inf,0
1x B3kSyuv5nUBFUf,0,0,0,0,Inf,0
1x B7GC5WCc,0,0,0,0,Inf,0
1x B8Oh+zl,0,0,0,0,Inf,0
1x BGnvm0XjE2u,0,0,0,0,Inf,0
1x BQupBDcv,0,0,0,0,2021-08-05,1
1x BTJs7K-D1.7,0,0,0,0,Inf,0
1x Ba8J+2E+,0,0,0,0,Inf,0
1x Bc,0,0,0,0,Inf,0
1x Bc33M9K7crc4,0,0,0,0,2023-05-03,1
1x Bn,0,0,0,0,Inf,0
1x Bu3r+cq+W,0,0,0,0,Inf,0
1x BuTNtYX8F,0,0,0,0,Inf,0
1x C,0,0,0,0,Inf,0
1x C00fCfaiWv-r-xg,0,0,0,0,Inf,0
1x C2-UAg_ivpo4QyZ,0,0,0,0,Inf,0
1x CAtG-DiS,0,0,0,0,Inf,0
1x CDS.kobkxhw6AP,0,0,0,0,Inf,0
1x CJXE4E,0,0,0,0,Inf,0
1x CM,0,0,0,0,Inf,0
1x CZq,0,0,0,0,Inf,0
1x C_,0,0,0,0,Inf,0
1x Cdl._,0,0,0,0,Inf,0
1x CezllATDSRoDV,0,0,0,0,Inf,0
1x Ch8,0,0,0,0,Inf,0
1x CiCBg7ybDF+CZ,0,0,0,0,Inf,0
1x Cl68lDlmPVB,0,0,0,0,Inf,0
1x Co,0,0,0,0,Inf,0
1x CqzEYFIIL,0,0,0,0,Inf,0
1x CrEH7OvscB,0,0,0,0,Inf,0
1x Ctc6tvZZr,0,0,0,0,Inf,0
1x D,0,0,0,0,Inf,0
1x D.1W6uT9EVoR3P,0,0,0,0,Inf,0
1x D5A5D.AfkWA10,0,0,0,0,Inf,0
1x D6K5dyUwIWC9,0,0,0,0,Inf,0
1x D7,0,0,0,0,Inf,0
1x D9KCYh,0,0,0,0,Inf,0
1x DFiM4FOD,0,0,0,0,Inf,0
1x DJ,0,0,0,0,Inf,0
1x DQt3ruHTI0,0,0,0,0,Inf,0
1x DR4,0,0,0,0,Inf,0
1x DSiCtldug,0,0,0,0,Inf,0
1x DW7,0,0,0,0,Inf,0
1x DY5Ps-7e4I,0,0,0,0,Inf,0
1x DYIPW,0,0,0,0,Inf,0
1x DYXhpK8Kvtm1,0,0,0,0,Inf,0
1x DbfjKc,0,0,0,0,Inf,0
1x DeOKx4JAaVfqJf,0,0,0,0,Inf,0
1x Df.Uan7Cv7aurg5,0,0,0,0,Inf,0
1x Dg0f+sizVL8,0,0,0,0,Inf,0
1x DuCyqeQ2D75,0,0,0,0,Inf,0
1x Dw3vKN_YuGrB1w,0,0,0,0,Inf,0
1x DyQ7SrHS3X,0,0,0,0,Inf,0
1x E,0,0,0,0,Inf,0
1x E0_Z4,0,0,0,0,Inf,0
1x E2hhnCI8.,0,0,0,0,Inf,0
1x E8P9MK0YAU8j,0,0,0,0,Inf,0
1x EBtu8q-8Q,0,0,0,0,Inf,0
1x EMFTfn,0,0,0,0,Inf,0
1x ENUBzZRjU7j,0,0,0,0,Inf,0
1x EbczEiJHn-Xx,0,0,0,0,Inf,0
1x EfP3VZpFjy1ImS,0,0,0,0,Inf,0
1x ElONVqiCQQ2,0,0,0,0,Inf,0
1x EmP.I7TL,0,0,0,0,Inf,0
1x EuW1ZVjd0,0,0,0,0,Inf,0
1x ExKR+,0,0,0,0,Inf,0
1x ExMj68+Paaz,0,0,0,0,Inf,0
1x F,0,0,0,0,Inf,0
1x F.kTLXq,0,0,0,0,Inf,0
1x F9PWcCe.-AF0PdV,0,0,0,0,Inf,0
1x FB1IZTtNVb,0,0,0,0,Inf,0
1x FDSbKWaDq,0,0,0,0,Inf,0
1x FKfmOO,0,0,0,0,Inf,0
1x FU,0,0,0,0,Inf,0
1x FXhi5vyvgu,0,0,0,0,Inf,0
1x Fb,0,0,0,0,Inf,0
1x FgZUWpKZVW3.u,0,0,0,0,2025-04-13,1
1x FkNYGQ6k9xo6aJx,0,0,0,0,Inf,0
1x Flhc9iiCmRtt,0,0,0,0,Inf,0
1x FotnBtuFEQs8Ib,0,0,0,0,Inf,0
1x FpuPP,0,0,0,0,Inf,0
1x Fv5UcNmRqKX3,0,0,0,0,Inf,0
1x G+UKZUNC0,0,0,0,0,Inf,0
1x G0aKqZErEV83_G,0,0,0,0,Inf,0
1x G2bcdwtjqWh17,0,0,0,0,2021-01-12,1
1x G4VNsb2q-pv,0,0,0,0,Inf,0
1x G4XoY+Piui_+9,0,0,0,0,Inf,0
1x GAShLcEMaNdNRd4,0,0,0,0,Inf,0
1x GDK9P3YyJjN,0,0,0,0,Inf,0
1x GFs06,0,0,0,0,Inf,0
1x GGLlae5D-Hn,0,0,0,0,Inf,0
1x GIb.8hP,0,0,0,0,Inf,0
1x GJs5,0,0,0,0,Inf,0
1x GRV,0,0,0,0,Inf,0
1x GRm0K9PwdzIEC,0,0,0,0,Inf,0
1x GTeLorTnAQIo5n,0,0,0,0,Inf,0
1x GVqdKchuw001TZ,0,0,0,0,Inf,0
1x GXVh_b+biFit,0,0,0,0,Inf,0
1x GfcHkTN,0,0,0,0,Inf,0
1x Ggz1VbrkO_sUlb,0,0,0,0,Inf,0
1x GkJrw,0,0,0,0,Inf,0
1x Gns-8nZt,0,0,0,0,Inf,0
1x GuzOnU,0,0,0,0,Inf,0
1x Gy,0,0,0,0,Inf,0
1x GywPHqVP,0,0,0,0,Inf,0
1x H,0,0,0,0,Inf,0
1x H18.3H5xs,0,0,0,0,Inf,0
1x H5,0,0,0,0,Inf,0
1x H7,0,0,0,0,Inf,0
1x H7h,0,0,0,0,Inf,0
1x H8ZNQoU,0,0,0,0,Inf,0
1x HArtxW1AWOoq1j,0,0,0,0,Inf,0
1x HE0wtXtyZYaISEF,0,0,0,0,Inf,0
1x HEtnr6INlt9i,0,0,0,0,Inf,0
1x HGtQVC,0,0,0,0,Inf,0
1x HI_F,0,0,0,0,Inf,0
1x HWW55xS13hU6,0,0,0,0,Inf,0
1x H_nhv6uhlw3X5lW,0,0,0,0,Inf,0
1x Hahb,0,0,0,0,Inf,0
1x HfNmTaX,0,0,0,0,Inf,0
1x HgoZtNiTnfZGhoq,0,0,0,0,Inf,0
1x Hl9.pT4Mllkh,0,0,0,0,Inf,0
1x Hp,0,0,0,0,2024-06-09,1
1x HwO1CT,0,0,0,0,Inf,0
1x HxuWR2fOmPrO2,0,0,0,0,Inf,0
1x HyUFsy,0,0,0,0,Inf,0
1x I,0,0,0,0,Inf,0
1x I2Ppv7TU+Uaw,0,0,0,0,Inf,0
1x I2ph,0,0,0,0,Inf,0
1x I46RKwLDzSiLkQ,0,0,0,0,Inf,0
1x I5,0,0,0,0,Inf,0
1x I6V26Dv0,0,0,0,0,Inf,0
1x I76HdIL__,0,0,0,0,Inf,0
1x IIliVxp1,0,0,0,0,Inf,0
1x INsVBQhRSl+MR,0,0,0,0,Inf,0
1x ISy1p4D.Z,0,0,0,0,Inf,0
1x ITL9mrloTBrfJ,0,0,0,0,Inf,0
1x IXFW5SlII+s-cB,0,0,0,0,Inf,0
1x IgP+l,0,0,0,0,Inf,0
1x IlJtqSjIEFO0V,0,0,0,0,Inf,0
1x InQ-Oq-R75G,0,0,0,0,Inf,0
1x IxXLruc,0,0,0,0,Inf,0
1x J,0,0,0,0,2025-05-19,1
1x J1CJsW1HvjOR_aG,0,0,0,0,2020-12-25,1
1x JH.-MR,0,0,0,0,Inf,0
1x JLROYcG3Ofv4bA,0,0,0,0,Inf,0
1x JQbcgFtt.++zDH,0,0,0,0,Inf,0
1x JTNRK,0,0,0,0,Inf,0
1x JTabP9c,0,0,0,0,2022-03-18,1
1x Ja0cr9Y,0,0,0,0,Inf,0
1x Jky,0,0,0,0,Inf,0
1x Jmm2M8rprH8Qv,0,0,0,0,Inf,0
1x JrOTa.fW,0,0,0,0,Inf,0
1x JrS-BSh84z,0,0,0,0,Inf,0
1x JsL5G1eDReXLpZ,0,0,0,0,2025-12-15,1
1x Jvi1C74XSIPimt9,0,0,0,0,2025-05-21,1
1x Jy-zvhmhw7xL2XD,0,0,0,0,Inf,0
1x K,0,0,0,0,Inf,0
1x K1d.wkar49WC,0,0,0,0,Inf,0
1x KAECfOUQy,0,0,0,0,Inf,0
1x KH6.a.fStrdeU,0,0,0,0,Inf,0
1x KW5t,0,0,0,0,Inf,0
1x K_igTLPKBfxY,0,0,0,0,Inf,0
1x KiipKcvZkiN,0,0,0,0,Inf,0
1x KpXtlocB,0,0,0,0,Inf,0
1x L,0,0,0,0,Inf,0
1x L6tK6,0,0,0,0,Inf,0
1x L749BZ03D,0,0,0,0,Inf,0
1x L9lZ0MuK,0,0,0,0,Inf,0
1x LA.Tq1TQb.,0,0,0,0,Inf,0
1x LA7,0,0,0,0,Inf,0
1x LAXJjMnbxA,0,0,0,0,Inf,0
1x LC_zTH,0,0,0,0,Inf,0
1x LFxLNebjvXl0h-,0,0,0,0,Inf,0
1x LO+FxT2,0,0,0,0,Inf,0
1x LW,0,0,0,0,Inf,0
1x LYERoO,0,0,0,0,Inf,0
1x Lf,0,0,0,0,Inf,0
1x LgXoDGk+wTunLB,0,0,0,0,Inf,0
1x LgyiR46.8wUX0t3,0,0,0,0,Inf,0
1x LjG980tJuC,0,0,0,0,Inf,0
1x Lk3,0,0,0,0,Inf,0
1x Ll-,0,0,0,0,Inf,0
1x LmH3hBVWG8XoI+,0,0,0,0,Inf,0
1x LpLFml0ecLQoC,0,0,0,0,Inf,0
1x Lqih,0,0,0,0,Inf,0
1x LrOaXiey,0,0,0,0,Inf,0
1x LtXQ7,0,0,0,0,Inf,0
1x LuYU6fVQpdUU,0,0,0,0,Inf,0
1x M,0,0,0,0,Inf,0
1x M-3t8DsHn9b6B,0,0,0,0,Inf,0
1x M..,0,0,0,0,Inf,0
1x M6fFP.,0,0,0,0,Inf,0
1x MAYdh54.91Pdy6,0,0,0,0,Inf,0
1x MCqkKm8Xs,0,0,0,0,Inf,0
1x ME0i9x,0,0,0,0,Inf,0
1x MENt43y,0,0,0,0,Inf,0
1x MErEp_zDwAlra,0,0,0,0,Inf,0
1x MHTTwnDmiVi,0,0,0,0,Inf,0
1x ML6.M8X,0,0,0,0,Inf,0
1x MP6vWN0,0,0,0,0,Inf,0
1x MQ5,0,0,0,0,Inf,0
1x MQ7-cKoIkNS2,0,0,0,0,Inf,0
1x MVmh2mu+8,0,0,0,0,Inf,0
1x MYn1BOKs,0,0,0,0,Inf,0
1x M_RUcq_tIy.2UD,0,0,0,0,Inf,0
1x Mm0BQsbb_QlU,0,0,0,0,Inf,0
1x Mx9+ERlKo,0,0,0,0,Inf,0
1x N,0,0,0,0,Inf,0
1x N+wFa1,0,0,0,0,Inf,0
1x N-0zAT0aBAWd,0,0,0,0,Inf,0
1x N0+Pi,0,0,0,0,Inf,0
1x N4PhoN6Me6iG-80,0,0,0,0,Inf,0
1x N6,0,0,0,0,Inf,0
1x N7npXrX,0,0,0,0,Inf,0
1x N8,0,0,0,0,Inf,0
1x NA,0,0,0,0,Inf,0
1x NA-9Mzj9rPKQGul,0,0,0,0,Inf,0
1x NA1rx,0,0,0,0,Inf,0
1x NHNavILyOIr5b,0,0,0,0,Inf,0
1x NPGJTzvc,0,0,0,0,Inf,0
1x NQ8jdMItXpyem,0,0,0,0,Inf,0
1x NR,0,0,0,0,Inf,0
1x NUha,0,0,0,0,Inf,0
1x NVL,0,0,0,0,Inf,0
1x NVOn7iNX_WJu,0,0,0,0,Inf,0
1x NcE,0,0,0,0,Inf,0
1x NfF_13Ra2sBar,0,0,0,0,Inf,0
1x NhObOoibciW,0,0,0,0,Inf,0
1x NiIY6,0,0,0,0,Inf,0
1x Nxr-6L6JGZgbFJ,0,0,0,0,2023-08-25,1
1x O,0,0,0,0,Inf,0
1x O+6D,0,0,0,0,Inf,0
1x O4iZZ00,0,0,0,0,Inf,0
1x OB,0,0,0,0,Inf,0
1x OBMGRq,0,0,0,0,Inf,0
1x OV7aF,0,0,0,0,Inf,0
1x O_Y9,0,0,0,0,Inf,0
1x Opbur,0,0,0,0,Inf,0
1x Opgxwz65P8fS,0,0,0,0,2025-10-29,1
1x Oq,0,0,0,0,Inf,0
1x OsZhKQptbi-.,0,0,0,0,Inf,0
1x Ou4xJ,0,0,0,0,Inf,0
1x Ouy1,0,0,0,0,Inf,0
1x OwXSGoJo,0,0,0,0,Inf,0
1x P,0,0,0,0,2023-09-27,1
1x P-3Sog1s2,0,0,0,0,Inf,0
1x P-Z+_.FujhBW7,0,0,0,0,Inf,0
1x P-tPHG1j_S2,0,0,0,0,Inf,0
1x P-xl21PmnqEZ,0,0,0,0,Inf,0
1x P53I1tBUZ,0,0,0,0,Inf,0
1x P5nM,0,0,0,0,Inf,0
1x P79dh0-L1s7mWYx,0,0,0,0,Inf,0
1x P7NEQtTug,0,0,0,0,Inf,0
1x P8WMbeP6Zd,0,0,0,0,2023-12-31,1
1x PA+,0,0,0,0,Inf,0
1x PCeLS2wPF2z,0,0,0,0,2024-08-23,1
1x PD28jf4W6C5,0,0,0,0,Inf,0
1x PFrb-WHpY-lX6J,0,0,0,0,Inf,0
1x PJ_2pv_n5ql-lI,0,0,0,0,Inf,0
1x PJm+jMdj5,0,0,0,0,Inf,0
1x POB,0,0,0,0,Inf,0
1x PP,0,0,0,0,Inf,0
1x PWIf4tgiPPLC04,0,0,0,0,Inf,0
1x PX,0,0,0,0,Inf,0
1x Pcfysd,0,0,0,0,Inf,0
1x PfYd8,0,0,0,0,Inf,0
1x Pi2,0,0,0,0,Inf,0
1x PlAuChdS,0,0,0,0,Inf,0
1x PqY,0,0,0,0,Inf,0
1x Pqhx9uFZQ,0,0,0,0,Inf,0
1x Pr2XlV7CJWS,0,0,0,0,Inf,0
1x PwlaPa,0,0,0,0,Inf,0
1x Px1s-WXq1wMT,0,0,0,0,Inf,0
1x PyS4pydGa,0,0,0,0,Inf,0
1x PzuXRe_U,0,0,0,0,Inf,0
1x Q,0,0,0,0,Inf,0
1x Q+tagOFOQY-jSF,0,0,0,0,Inf,0
1x Q-sg,0,0,0,0,Inf,0
1x Q-y2,0,0,0,0,Inf,0
1x Q0QbmhwD3q,0,0,0,0,Inf,0
1x Q1Kjjx7jyTeMCf,0,0,0,0,Inf,0
1x Q2w6KQjFSiU,0,0,0,0,Inf,0
