group1,group1_value,group2,group2_value,time,cmlinc,cmlinc.low,cmlinc.high,early_milestone,primary_milestone,final_milestone
any_eligibility,TRUE,sex,Male,105,0.42194092827004226,0.40506329113924056,0.44303797468354433,0,0,0
any_eligibility,TRUE,sex,Male,112,0.4472573839662448,0.42616033755274263,0.4683544303797469,0,0,0
any_eligibility,TRUE,sex,Male,119,0.47679324894514774,0.45569620253164567,0.4978902953586498,0,0,0
any_eligibility,TRUE,sex,Male,126,0.5021097046413503,0.4852320675105486,0.5232067510548524,0,0,0
any_eligibility,TRUE,sex,Male,133,0.5316455696202532,0.510548523206751,0.5527426160337553,0,0,0
any_eligibility,TRUE,sex,Male,140,0.5654008438818565,0.5443037974683544,0.5822784810126582,0,0,0
any_eligibility,TRUE,sex,Male,147,0.5949367088607596,0.5738396624472575,0.6118143459915613,0,0,0
any_eligibility,TRUE,sex,Male,154,0.620253164556962,0.5991561181434599,0.6413502109704642,0,0,0
any_eligibility,TRUE,sex,Male,161,0.649789029535865,0.628691983122363,0.6666666666666667,0,0,0
any_eligibility,TRUE,sex,Male,168,0.6708860759493671,0.649789029535865,0.6877637130801688,0,0,0
any_eligibility,TRUE,sex,Male,175,0.7004219409282701,0.6835443037974684,0.7172995780590717,0,0,0
any_eligibility,TRUE,sex,Male,182,0.7257383966244726,0.7088607594936709,0.7426160337552743,0,0,1
any_eligibility,TRUE,ageband4,16-49,7,0.04081632653061229,0.020408163265306145,0.061224489795918435,0,0,0
any_eligibility,TRUE,ageband4,16-49,14,0.061224489795918435,0.04081632653061229,0.08163265306122458,0,0,0
any_eligibility,TRUE,ageband4,16-49,21,0.08163265306122458,0.061224489795918435,0.12244897959183676,0,0,0
any_eligibility,TRUE,ageband4,16-49,28,0.12244897959183676,0.08163265306122458,0.1428571428571429,0,0,0
any_eligibility,TRUE,ageband4,16-49,35,0.1428571428571429,0.12244897959183676,0.1836734693877552,0,0,0
any_eligibility,TRUE,ageband4,16-49,42,0.16326530612244905,0.1428571428571429,0.20408163265306134,0,0,0
any_eligibility,TRUE,ageband4,16-49,49,0.1836734693877552,0.16326530612244905,0.22448979591836737,0,0,0
any_eligibility,TRUE,ageband4,16-49,56,0.20408163265306134,0.16326530612244905,0.24489795918367352,0,1,0
any_eligibility,TRUE,ageband4,16-49,63,0.24489795918367352,0.20408163265306134,0.2857142857142858,0,0,0
any_eligibility,TRUE,ageband4,16-49,70,0.26530612244897966,0.24489795918367352,0.30612244897959184,0,0,0
any_eligibility,TRUE,ageband4,16-49,77,0.30612244897959184,0.26530612244897966,0.34693877551020413,0,0,0
any_eligibility,TRUE,ageband4,16-49,84,0.326530612244898,0.2857142857142858,0.3673469387755103,0,0,0
any_eligibility,TRUE,ageband4,16-49,91,0.34693877551020413,0.30612244897959184,0.3877551020408164,0,0,0
any_eligibility,TRUE,ageband4,16-49,98,0.3673469387755103,0.326530612244898,0.40816326530612246,0,0,0
any_eligibility,TRUE,ageband4,16-49,105,0.40816326530612246,0.3673469387755103,0.4693877551020409,0,0,0
any_eligibility,TRUE,ageband4,16-49,112,0.44897959183673475,0.3877551020408164,0.4897959183673469,0,0,0
any_eligibility,TRUE,ageband4,16-49,119,0.44897959183673475,0.40816326530612246,0.5102040816326531,0,0,0
any_eligibility,TRUE,ageband4,16-49,126,0.5102040816326531,0.44897959183673475,0.5510204081632654,0,0,0
any_eligibility,TRUE,ageband4,16-49,133,0.5306122448979592,0.4897959183673469,0.5714285714285714,0,0,0
any_eligibility,TRUE,ageband4,16-49,140,0.5510204081632654,0.5102040816326531,0.6122448979591837,0,0,0
any_eligibility,TRUE,ageband4,16-49,147,0.5714285714285714,0.5306122448979592,0.6326530612244898,0,0,0
any_eligibility,TRUE,ageband4,16-49,154,0.6122448979591837,0.5714285714285714,0.653061224489796,0,0,0
any_eligibility,TRUE,ageband4,16-49,161,0.6326530612244898,0.5918367346938775,0.6938775510204083,0,0,0
any_eligibility,TRUE,ageband4,16-49,168,0.653061224489796,0.6122448979591837,0.6938775510204083,0,0,0
any_eligibility,TRUE,ageband4,16-49,175,0.6938775510204083,0.653061224489796,0.7346938775510204,0,0,0
any_eligibility,TRUE,ageband4,16-49,182,0.7346938775510204,0.6938775510204083,0.7755102040816326,0,0,1
any_eligibility,TRUE,ageband4,50-64,7,0.025316455696202556,0.012658227848101333,0.03797468354430378,0,0,0
any_eligibility,TRUE,ageband4,50-64,14,0.05063291139240511,0.03797468354430378,0.06329113924050633,0,0,0
any_eligibility,TRUE,ageband4,50-64,21,0.07594936708860756,0.06329113924050633,0.10126582278481011,0,0,0
any_eligibility,TRUE,ageband4,50-64,28,0.11392405063291144,0.10126582278481011,0.1392405063291139,0,0,0
any_eligibility,TRUE,ageband4,50-64,35,0.16455696202531644,0.1392405063291139,0.189873417721519,0,0,0
any_eligibility,TRUE,ageband4,50-64,42,0.17721518987341778,0.15189873417721522,0.21518987341772156,0,0,0
any_eligibility,TRUE,ageband4,50-64,49,0.21518987341772156,0.189873417721519,0.25316455696202533,0,0,0
any_eligibility,TRUE,ageband4,50-64,56,0.2405063291139241,0.21518987341772156,0.26582278481012656,0,1,0
any_eligibility,TRUE,ageband4,50-64,63,0.26582278481012656,0.2405063291139241,0.30379746835443044,0,0,0
any_eligibility,TRUE,ageband4,50-64,70,0.2911392405063291,0.26582278481012656,0.3291139240506329,0,0,0
any_eligibility,TRUE,ageband4,50-64,77,0.30379746835443044,0.2784810126582279,0.3417721518987342,0,0,0
any_eligibility,TRUE,ageband4,50-64,84,0.3291139240506329,0.30379746835443044,0.36708860759493667,0,0,0
any_eligibility,TRUE,ageband4,50-64,91,0.36708860759493667,0.3291139240506329,0.40506329113924056,0,0,0
any_eligibility,TRUE,ageband4,50-64,98,0.3924050632911392,0.35443037974683544,0.430379746835443,0,0,0
any_eligibility,TRUE,ageband4,50-64,105,0.40506329113924056,0.379746835443038,0.44303797468354433,0,0,0
any_eligibility,TRUE,ageband4,50-64,112,0.44303797468354433,0.40506329113924056,0.4810126582278481,0,0,0
any_eligibility,TRUE,ageband4,50-64,119,0.4683544303797469,0.44303797468354433,0.5063291139240507,0,0,0
any_eligibility,TRUE,ageband4,50-64,126,0.49367088607594933,0.4683544303797469,0.5316455696202531,0,0,0
any_eligibility,TRUE,ageband4,50-64,133,0.5316455696202531,0.49367088607594933,0.5696202531645569,0,0,0
any_eligibility,TRUE,ageband4,50-64,140,0.5569620253164558,0.5316455696202531,0.5949367088607596,0,0,0
any_eligibility,TRUE,ageband4,50-64,147,0.5822784810126582,0.5569620253164558,0.620253164556962,0,0,0
any_eligibility,TRUE,ageband4,50-64,154,0.6075949367088608,0.5696202531645569,0.6455696202531646,0,0,0
any_eligibility,TRUE,ageband4,50-64,161,0.6455696202531646,0.6075949367088608,0.6708860759493671,0,0,0
any_eligibility,TRUE,ageband4,50-64,168,0.6582278481012658,0.6329113924050633,0.6962025316455696,0,0,0
any_eligibility,TRUE,ageband4,50-64,175,0.6962025316455696,0.6582278481012658,0.7215189873417722,0,0,0
any_eligibility,TRUE,ageband4,50-64,182,0.7215189873417722,0.6835443037974683,0.7468354430379747,0,0,1
any_eligibility,TRUE,ageband4,65-74,7,0.03153153153153154,0.022522522522522515,0.036036036036036,0,0,0
any_eligibility,TRUE,ageband4,65-74,14,0.058558558558558516,0.0495495495495496,0.06756756756756754,0,0,0
any_eligibility,TRUE,ageband4,65-74,21,0.0855855855855856,0.07207207207207211,0.09909909909909909,0,0,0
any_eligibility,TRUE,ageband4,65-74,28,0.10360360360360366,0.09459459459459463,0.11711711711711714,0,0,0
any_eligibility,TRUE,ageband4,65-74,35,0.1351351351351351,0.1216216216216216,0.14864864864864868,0,0,0
any_eligibility,TRUE,ageband4,65-74,42,0.16216216216216217,0.14864864864864868,0.17567567567567566,0,0,0
any_eligibility,TRUE,ageband4,65-74,49,0.18468468468468469,0.1711711711711712,0.20270270270270274,0,0,0
any_eligibility,TRUE,ageband4,65-74,56,0.21621621621621623,0.19819819819819817,0.22972972972972971,0,1,0
any_eligibility,TRUE,ageband4,65-74,63,0.2432432432432432,0.22522522522522526,0.26126126126126126,0,0,0
any_eligibility,TRUE,ageband4,65-74,70,0.2792792792792793,0.26126126126126126,0.30180180180180183,0,0,0
any_eligibility,TRUE,ageband4,65-74,77,0.30180180180180183,0.28378378378378377,0.32432432432432434,0,0,0
any_eligibility,TRUE,ageband4,65-74,84,0.3288288288288288,0.31081081081081086,0.34684684684684686,0,0,0
any_eligibility,TRUE,ageband4,65-74,91,0.3558558558558559,0.33783783783783783,0.3783783783783784,0,0,0
any_eligibility,TRUE,ageband4,65-74,98,0.38288288288288286,0.3648648648648649,0.4054054054054054,0,0,0
any_eligibility,TRUE,ageband4,65-74,105,0.4144144144144144,0.3918918918918919,0.43243243243243246,0,0,0
any_eligibility,TRUE,ageband4,65-74,112,0.4414414414414415,0.41891891891891897,0.463963963963964,0,0,0
any_eligibility,TRUE,ageband4,65-74,119,0.46846846846846846,0.4504504504504504,0.49099099099099097,0,0,0
any_eligibility,TRUE,ageband4,65-74,126,0.49549549549549554,0.472972972972973,0.5135135135135136,0,0,0
any_eligibility,TRUE,ageband4,65-74,133,0.5180180180180181,0.49549549549549554,0.5405405405405406,0,0,0
any_eligibility,TRUE,ageband4,65-74,140,0.5495495495495495,0.5315315315315315,0.572072072072072,0,0,0
any_eligibility,TRUE,ageband4,65-74,147,0.5765765765765766,0.5585585585585586,0.5990990990990991,0,0,0
any_eligibility,TRUE,ageband4,65-74,154,0.6036036036036037,0.5810810810810811,0.6261261261261262,0,0,0
any_eligibility,TRUE,ageband4,65-74,161,0.6261261261261262,0.6081081081081081,0.6486486486486487,0,0,0
any_eligibility,TRUE,ageband4,65-74,168,0.6531531531531531,0.6306306306306306,0.6711711711711712,0,0,0
any_eligibility,TRUE,ageband4,65-74,175,0.6846846846846847,0.6621621621621622,0.7027027027027026,0,0,0
any_eligibility,TRUE,ageband4,65-74,182,0.7162162162162162,0.6981981981981982,0.7342342342342343,0,0,1
any_eligibility,TRUE,ageband4,75-104,7,0.02777777777777779,0.02083333333333337,0.04166666666666674,0,0,0
any_eligibility,TRUE,ageband4,75-104,14,0.0625,0.04861111111111116,0.07638888888888895,0,0,0
any_eligibility,TRUE,ageband4,75-104,21,0.08333333333333337,0.06944444444444453,0.09722222222222232,0,0,0
any_eligibility,TRUE,ageband4,75-104,28,0.11111111111111116,0.09722222222222232,0.13194444444444453,0,0,0
any_eligibility,TRUE,ageband4,75-104,35,0.13194444444444453,0.11805555555555558,0.1527777777777778,0,0,0
any_eligibility,TRUE,ageband4,75-104,42,0.15972222222222232,0.14583333333333337,0.18055555555555558,0,0,0
any_eligibility,TRUE,ageband4,75-104,49,0.1875,0.16666666666666674,0.20833333333333337,0,0,0
any_eligibility,TRUE,ageband4,75-104,56,0.2152777777777778,0.20138888888888895,0.24305555555555558,0,1,0
any_eligibility,TRUE,ageband4,75-104,63,0.24305555555555558,0.22222222222222232,0.26388888888888895,0,0,0
any_eligibility,TRUE,ageband4,75-104,70,0.27083333333333337,0.25,0.29861111111111116,0,0,0
any_eligibility,TRUE,ageband4,75-104,77,0.29861111111111116,0.2777777777777778,0.32638888888888895,0,0,0
any_eligibility,TRUE,ageband4,75-104,84,0.32638888888888895,0.3055555555555556,0.35416666666666674,0,0,0
any_eligibility,TRUE,ageband4,75-104,91,0.36111111111111116,0.3402777777777778,0.38888888888888895,0,0,0
any_eligibility,TRUE,ageband4,75-104,98,0.39583333333333337,0.3680555555555556,0.41666666666666674,0,0,0
any_eligibility,TRUE,ageband4,75-104,105,0.42361111111111116,0.39583333333333337,0.45138888888888895,0,0,0
any_eligibility,TRUE,ageband4,75-104,112,0.4444444444444444,0.42361111111111116,0.4722222222222222,0,0,0
any_eligibility,TRUE,ageband4,75-104,119,0.4722222222222222,0.45138888888888895,0.5,0,0,0
any_eligibility,TRUE,ageband4,75-104,126,0.5,0.4722222222222222,0.5208333333333334,0,0,0
any_eligibility,TRUE,ageband4,75-104,133,0.5277777777777778,0.5,0.5486111111111112,0,0,0
any_eligibility,TRUE,ageband4,75-104,140,0.5486111111111112,0.5208333333333334,0.5763888888888888,0,0,0
any_eligibility,TRUE,ageband4,75-104,147,0.5694444444444444,0.5416666666666667,0.5972222222222223,0,0,0
any_eligibility,TRUE,ageband4,75-104,154,0.5972222222222223,0.5763888888888888,0.625,0,0,0
any_eligibility,TRUE,ageband4,75-104,161,0.6319444444444444,0.6111111111111112,0.6597222222222223,0,0,0
any_eligibility,TRUE,ageband4,75-104,168,0.6597222222222223,0.6319444444444444,0.6805555555555556,0,0,0
any_eligibility,TRUE,ageband4,75-104,175,0.6875,0.6666666666666667,0.7152777777777778,0,0,0
any_eligibility,TRUE,ageband4,75-104,182,0.7152777777777778,0.6944444444444444,0.7430555555555556,0,0,1
any_eligibility,TRUE,ageband13,16-19,7,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,14,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,21,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,28,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,35,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,42,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,49,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,56,0,0,0,0,1,0
any_eligibility,TRUE,ageband13,16-19,63,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,70,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,77,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,84,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,91,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,98,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,105,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,112,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,119,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,126,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,133,0,0,0,0,0,0
any_eligibility,TRUE,ageband13,16-19,140,0,0,1,0,0,0
any_eligibility,TRUE,ageband13,16-19,147,0,0,1,0,0,0
any_eligibility,TRUE,ageband13,16-19,154,0,0,1,0,0,0
any_eligibility,TRUE,ageband13,16-19,161,0,0,1,0,0,0
any_eligibility,TRUE,ageband13,16-19,168,0,0,1,0,0,0
any_eligibility,TRUE,ageband13,16-19,175,0,0,1,0,0,0
any_eligibility,TRUE,ageband13,16-19,182,0,0,1,0,0,1
any_eligibility,TRUE,ageband13,20-29,7,0,0,0.33333333333333337,0,0,0
any_eligibility,TRUE,ageband13,20-29,14,0,0,0.33333333333333337,0,0,0
any_eligibility,TRUE,ageband13,20-29,21,0,0,0.33333333333333337,0,0,0
any_eligibility,TRUE,ageband13,20-29,28,0,0,0.33333333333333337,0,0,0
any_eligibility,TRUE,ageband13,20-29,35,0,0,0.33333333333333337,0,0,0
any_eligibility,TRUE,ageband13,20-29,42,0,0,0.33333333333333337,0,0,0
any_eligibility,TRUE,ageband13,20-29,49,0,0,0.33333333333333337,0,0,0
any_eligibility,TRUE,ageband13,20-29,56,0,0,0.33333333333333337,0,1,0
any_eligibility,TRUE,ageband13,20-29,63,0,0,0.33333333333333337,0,0,0
any_eligibility,TRUE,ageband13,20-29,70,0,0,0.33333333333333337,0,0,0
any_eligibility,TRUE,ageband13,20-29,77,0.33333333333333337,0,0.33333333333333337,0,0,0
any_eligibility,TRUE,ageband13,20-29,84,0.33333333333333337,0,0.33333333333333337,0,0,0
any_eligibility,TRUE,ageband13,20-29,91,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
any_eligibility,TRUE,ageband13,20-29,98,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
any_eligibility,TRUE,ageband13,20-29,105,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
any_eligibility,TRUE,ageband13,20-29,112,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
any_eligibility,TRUE,ageband13,20-29,119,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
any_eligibility,TRUE,ageband13,20-29,126,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
any_eligibility,TRUE,ageband13,20-29,133,0.6666666666666667,0.6666666666666667,1,0,0,0
any_eligibility,TRUE,ageband13,20-29,140,0.6666666666666667,0.6666666666666667,1,0,0,0
any_eligibility,TRUE,ageband13,20-29,147,0.6666666666666667,0.6666666666666667,1,0,0,0
any_eligibility,TRUE,ageband13,20-29,154,0.6666666666666667,0.6666666666666667,1,0,0,0
any_eligibility,TRUE,ageband13,20-29,161,0.6666666666666667,0.6666666666666667,1,0,0,0
any_eligibility,TRUE,ageband13,20-29,168,0.6666666666666667,0.6666666666666667,1,0,0,0
any_eligibility,TRUE,ageband13,20-29,175,0.6666666666666667,0.6666666666666667,1,0,0,0
any_eligibility,TRUE,ageband13,20-29,182,0.6666666666666667,0.6666666666666667,1,0,0,1
any_eligibility,TRUE,ageband13,30-39,7,0.06666666666666665,0,0.06666666666666665,0,0,0
any_eligibility,TRUE,ageband13,30-39,14,0.06666666666666665,0.06666666666666665,0.1333333333333333,0,0,0
any_eligibility,TRUE,ageband13,30-39,21,0.06666666666666665,0.06666666666666665,0.1333333333333333,0,0,0
any_eligibility,TRUE,ageband13,30-39,28,0.1333333333333333,0.06666666666666665,0.19999999999999996,0,0,0
any_eligibility,TRUE,ageband13,30-39,35,0.1333333333333333,0.06666666666666665,0.19999999999999996,0,0,0
any_eligibility,TRUE,ageband13,30-39,42,0.19999999999999996,0.1333333333333333,0.2666666666666667,0,0,0
any_eligibility,TRUE,ageband13,30-39,49,0.19999999999999996,0.1333333333333333,0.2666666666666667,0,0,0
any_eligibility,TRUE,ageband13,30-39,56,0.19999999999999996,0.1333333333333333,0.2666666666666667,0,1,0
any_eligibility,TRUE,ageband13,30-39,63,0.2666666666666667,0.19999999999999996,0.33333333333333337,0,0,0
any_eligibility,TRUE,ageband13,30-39,70,0.2666666666666667,0.19999999999999996,0.33333333333333337,0,0,0
any_eligibility,TRUE,ageband13,30-39,77,0.2666666666666667,0.19999999999999996,0.4,0,0,0
any_eligibility,TRUE,ageband13,30-39,84,0.33333333333333337,0.2666666666666667,0.4,0,0,0
any_eligibility,TRUE,ageband13,30-39,91,0.33333333333333337,0.2666666666666667,0.4666666666666667,0,0,0
any_eligibility,TRUE,ageband13,30-39,98,0.4,0.33333333333333337,0.4666666666666667,0,0,0
any_eligibility,TRUE,ageband13,30-39,105,0.4,0.33333333333333337,0.5333333333333333,0,0,0
any_eligibility,TRUE,ageband13,30-39,112,0.4666666666666667,0.4,0.5333333333333333,0,0,0
any_eligibility,TRUE,ageband13,30-39,119,0.4666666666666667,0.4,0.5333333333333333,0,0,0
any_eligibility,TRUE,ageband13,30-39,126,0.5333333333333333,0.4666666666666667,0.6,0,0,0
any_eligibility,TRUE,ageband13,30-39,133,0.5333333333333333,0.4666666666666667,0.6,0,0,0
any_eligibility,TRUE,ageband13,30-39,140,0.5333333333333333,0.4666666666666667,0.6666666666666667,0,0,0
any_eligibility,TRUE,ageband13,30-39,147,0.6,0.5333333333333333,0.6666666666666667,0,0,0
any_eligibility,TRUE,ageband13,30-39,154,0.6666666666666667,0.5333333333333333,0.7333333333333334,0,0,0
any_eligibility,TRUE,ageband13,30-39,161,0.6666666666666667,0.6,0.8,0,0,0
any_eligibility,TRUE,ageband13,30-39,168,0.7333333333333334,0.6,0.8,0,0,0
any_eligibility,TRUE,ageband13,30-39,175,0.7333333333333334,0.6666666666666667,0.8,0,0,0
any_eligibility,TRUE,ageband13,30-39,182,0.8,0.6666666666666667,0.8,0,0,1
any_eligibility,TRUE,ageband13,40-49,7,0.03125,0.03125,0.0625,0,0,0
any_eligibility,TRUE,ageband13,40-49,14,0.0625,0.03125,0.09375,0,0,0
any_eligibility,TRUE,ageband13,40-49,21,0.09375,0.0625,0.125,0,0,0
any_eligibility,TRUE,ageband13,40-49,28,0.125,0.09375,0.15625,0,0,0
any_eligibility,TRUE,ageband13,40-49,35,0.15625,0.125,0.1875,0,0,0
any_eligibility,TRUE,ageband13,40-49,42,0.1875,0.125,0.21875,0,0,0
any_eligibility,TRUE,ageband13,40-49,49,0.1875,0.15625,0.25,0,0,0
any_eligibility,TRUE,ageband13,40-49,56,0.21875,0.15625,0.25,0,1,0
any_eligibility,TRUE,ageband13,40-49,63,0.25,0.21875,0.3125,0,0,0
any_eligibility,TRUE,ageband13,40-49,70,0.28125,0.25,0.34375,0,0,0
any_eligibility,TRUE,ageband13,40-49,77,0.3125,0.28125,0.375,0,0,0
