group1,group2,label1,label2,reference_row,n_obs,n_event,exposure,irr,irr.low,irr.high,irr.ln.std.error
all,primis_atrisk,All,TRUE,FALSE,1999,604,307559.99999999994,0.9319534571150505,0.8168945466835745,1.0632183183922315,0.06723228745921712
all,crd,All,FALSE,TRUE,4734,1440,729283.9999999999,1,NA,NA,NA
all,crd,All,TRUE,FALSE,198,57,30503.999999999996,0.9231987803261886,0.70635440088007,1.2066124128820588,0.1365981624850916
all,chd,All,FALSE,TRUE,4738,1441,729785.9999999999,1,NA,NA,NA
all,chd,All,TRUE,FALSE,194,56,30001.999999999996,0.9205283703295911,0.7031211429878752,1.2051585833143768,0.13746100593603286
all,ckd,All,FALSE,TRUE,4724,1435,728013.9999999999,1,NA,NA,NA
all,ckd,All,TRUE,FALSE,208,62,31773.999999999996,0.9678707162989221,0.7492915252863203,1.2502126233324569,0.13059953943118247
all,cld,All,FALSE,TRUE,4736,1433,730461.9999999999,1,NA,NA,NA
all,cld,All,TRUE,FALSE,196,64,29325.999999999996,1.0855665772373035,0.8409505671793176,1.4013365822053492,0.13026996570980795
all,cns_learndis,All,FALSE,TRUE,4554,1375,701938.9999999999,1,NA,NA,NA
all,cns_learndis,All,TRUE,FALSE,378,122,57848.99999999999,1.0548972867435449,0.8730091907964018,1.2746810655724423,0.09655922277719296
all,diabetes,All,FALSE,TRUE,4724,1439,726857.9999999999,1,NA,NA,NA
all,diabetes,All,TRUE,FALSE,208,58,32929.99999999999,0.8664998933437904,0.6647087538549482,1.1295504396631484,0.13526422299830315
all,immunosuppressed,All,FALSE,TRUE,4710,1441,724518.9999999999,1,NA,NA,NA
all,immunosuppressed,All,TRUE,FALSE,222,56,35268.99999999999,0.7721780633811484,0.5895400101002449,1.0113969388874442,0.13769262531557247
all,asplenia,All,FALSE,TRUE,4747,1447,731277.9999999999,1,NA,NA,NA
all,asplenia,All,TRUE,FALSE,185,50,28509.999999999996,0.8623028336803189,0.6483343121485077,1.1468869733409792,0.145512901903834
all,severe_obesity,All,FALSE,TRUE,4714,1429,726157.9999999999,1,NA,NA,NA
all,severe_obesity,All,TRUE,FALSE,218,68,33629.99999999999,1.0037133724461809,0.7843420013816145,1.28444037454667,0.12582711944880093
all,smi,All,FALSE,TRUE,4738,1428,730676.9999999999,1,NA,NA,NA
all,smi,All,TRUE,FALSE,194,69,29110.999999999996,1.1910312613851117,0.9316893837826559,1.522562659066995,0.12529584167346225
all,ckd_rrt,All,No CKD or RRT,TRUE,4389,1338,675770.9999999999,1,NA,NA,NA
all,ckd_rrt,All,RRT (transplant),FALSE,39,11,6003.999999999999,0.926035618427103,0.5114274602010562,1.6767616784959958,0.30291727086199327
all,ckd_rrt,All,RRT (dialysis),FALSE,39,13,6405.999999999999,1.0224558516300066,0.5920636374634474,1.7657155453952087,0.2787544003779299
all,ckd_rrt,All,Stage 3,FALSE,308,92,47303.99999999999,0.977550213971501,0.7913372836447979,1.2075816982037495,0.10782105362181355
all,ckd_rrt,All,Stage 4,FALSE,106,32,16342.999999999998,0.9832322146716249,0.6923270645098362,1.3963712203747503,0.17897616745647732
all,ckd_rrt,All,Stage 5,FALSE,51,11,7959.999999999999,0.6924083685312593,0.38269448826151053,1.2527730696881811,0.30252541581800824
all,copd,All,FALSE,TRUE,4818,1458,742556.9999999999,1,NA,NA,NA
all,copd,All,TRUE,FALSE,114,39,17230.999999999996,1.153194184854778,0.8389592157325755,1.585126908489408,0.16231360929479702
all,learndis_cat,All,learndis_cat.L,NA,4932,1497,759787.9999999999,0.9343939553948476,0.7879590172005502,1.1080424804075952,0.08696693640870326
all,learndis_cat,All,learndis_cat.Q,NA,4932,1497,759787.9999999999,1.0727177032042514,0.8896139122988926,1.2935086275732433,0.0954931091340899
all,learndis_cat,All,learndis_cat.C,NA,4932,1497,759787.9999999999,1.1290750128495763,0.9220735562819126,1.3825473856789725,0.10333302344777821
all,sickle_cell_asplenia,All,FALSE,TRUE,4651,1422,716201.9999999999,1,NA,NA,NA
all,sickle_cell_asplenia,All,TRUE,FALSE,281,75,43585.99999999999,0.8499159147966541,0.6723975635832733,1.0743005349024777,0.11953670812621155
all,cirrhosis,All,FALSE,TRUE,4831,1461,745242.9999999999,1,NA,NA,NA
all,cirrhosis,All,TRUE,FALSE,101,36,14544.999999999998,1.260029199841851,0.9051551962930016,1.7540346572127063,0.16877032442925344
all,cochlear_implant,All,FALSE,TRUE,4828,1472,742918.9999999999,1,NA,NA,NA
all,cochlear_implant,All,TRUE,FALSE,104,25,16868.999999999996,0.7454802589552353,0.5020483643615717,1.1069467723466657,0.2017038059357701
all,cystic_fibrosis,All,FALSE,TRUE,4816,1458,742222.9999999999,1,NA,NA,NA
all,cystic_fibrosis,All,TRUE,FALSE,116,39,17564.999999999996,1.1315926439318973,0.8233036801823759,1.5553214963367203,0.16227656068793359
all,csfl,All,FALSE,TRUE,4846,1474,746478.9999999999,1,NA,NA,NA
all,csfl,All,TRUE,FALSE,86,23,13308.999999999998,0.8795179484787853,0.5825556208969658,1.3278591673448914,0.21018207855497517
all,homeless,All,FALSE,TRUE,4829,1472,743695.9999999999,1,NA,NA,NA
all,homeless,All,TRUE,FALSE,103,25,16091.999999999998,0.7825618905895025,0.5269898228496406,1.1620776835717868,0.20173420477946
ageband4,all,50-64,NA,TRUE,820,260,124550,1,NA,NA,NA
ageband4,all,65-74,NA,TRUE,2180,670,334070,1,NA,NA,NA
ageband4,all,75-104,NA,TRUE,1410,410,220610,1,NA,NA,NA
ageband4,all,12-49,NA,TRUE,520,160,80560,1,NA,NA,NA
ageband4,ageband13,50-64,50-54,TRUE,245,73,37052.99999999999,1,NA,NA,NA
ageband4,ageband13,50-64,55-59,FALSE,274,86,42181.99999999999,1.0350698568708292,0.7577229976619787,1.4139330756865034,0.15913880052412574
ageband4,ageband13,50-64,60-64,FALSE,303,103,45310.99999999999,1.1545071786837013,0.8553737986433038,1.5582507060027706,0.1530080574698976
ageband4,ageband13,65-74,65-69,TRUE,1231,384,187792.99999999997,1,NA,NA,NA
ageband4,ageband13,65-74,70-74,FALSE,950,287,146280.99999999997,0.9587490283553374,0.8227839390933682,1.1171823557776013,0.07802985292995825
ageband4,ageband13,75-104,75-79,TRUE,649,170,102601.99999999999,1,NA,NA,NA
ageband4,ageband13,75-104,80-84,FALSE,392,113,61500.99999999999,1.111000079933575,0.875718385795978,1.4094955611677407,0.12141615948789075
ageband4,ageband13,75-104,85-89,FALSE,207,68,31127.999999999996,1.3132707711541936,0.9910279524786744,1.7402941199128723,0.14364209662270727
ageband4,ageband13,75-104,90-104,FALSE,163,57,25375.999999999996,1.3564666352459243,1.0049062270070679,1.8310183409008347,0.1530584379494072
ageband4,ageband13,12-49,12-17,TRUE,1,0,181.99999999999997,1,NA,NA,NA
ageband4,ageband13,12-49,18-29,FALSE,27,7,4180.999999999999,170530.7200199387,0,Inf,469.32378223694474
ageband4,ageband13,12-49,30-39,FALSE,135,47,20240.999999999996,242228.2021578522,0,Inf,469.32364662028266
ageband4,ageband13,12-49,40-49,FALSE,355,102,55956.99999999999,188455.17349677804,0,Inf,469.32363640224713
ageband4,sex,50-64,Female,TRUE,417,134,62871.99999999999,1,NA,NA,NA
ageband4,sex,50-64,Male,FALSE,405,128,61673.99999999999,0.9834031123102547,0.7714880384230827,1.253527771186453,0.12382776130743238
ageband4,sex,65-74,Female,TRUE,1110,331,172243.99999999997,1,NA,NA,NA
ageband4,sex,65-74,Male,FALSE,1071,340,161829.99999999997,1.0914945271843115,0.9380456115210226,1.2700451750331592,0.07729967946434738
ageband4,sex,75-104,Female,TRUE,755,224,117618.99999999999,1,NA,NA,NA
ageband4,sex,75-104,Male,FALSE,656,184,102987.99999999999,0.947268778987014,0.7792867045580915,1.1514608608039694,0.0995956334041865
ageband4,sex,12-49,Female,TRUE,289,83,44748.99999999999,1,NA,NA,NA
ageband4,sex,12-49,Male,FALSE,229,73,35811.99999999999,1.1170274004736787,0.8150660670013663,1.530857759788069,0.1607974217427655
ageband4,ethnicity5,50-64,White,TRUE,453,139,68674.99999999999,1,NA,NA,NA
ageband4,ethnicity5,50-64,Mixed,FALSE,69,26,10524.999999999998,1.2476387246470697,0.8197768836673511,1.898812247883053,0.2142773115894626
ageband4,ethnicity5,50-64,Asian or Asian British,FALSE,77,22,12177.999999999998,0.9379918841904982,0.5957207119425418,1.476914864917609,0.23162126813953568
ageband4,ethnicity5,50-64,Black or Black British,FALSE,72,21,11214.999999999998,0.9339687821638561,0.5896497230809223,1.479348928545031,0.2346544868108098
ageband4,ethnicity5,50-64,Chinese or Other Ethnic Groups,FALSE,66,21,9666.999999999998,1.0896513145500766,0.6875507091274705,1.7269126066461225,0.2349417883279226
ageband4,ethnicity5,50-64,(Missing),FALSE,85,33,12285.999999999998,1.319788093341388,0.9025548027199274,1.929900108089291,0.19387961143385388
ageband4,ethnicity5,65-74,White,TRUE,1176,366,180138.99999999997,1,NA,NA,NA
ageband4,ethnicity5,65-74,Mixed,FALSE,196,60,29508.999999999996,0.9941421335687136,0.7565774802843429,1.306301875870157,0.13932666248526385
ageband4,ethnicity5,65-74,Asian or Asian British,FALSE,194,53,30110.999999999996,0.8570309364236035,0.6423247437829096,1.143505731479905,0.14713536141156308
ageband4,ethnicity5,65-74,Black or Black British,FALSE,195,71,29356.999999999996,1.1849630978329024,0.9187832355895618,1.5282576878155012,0.1298068175526438
ageband4,ethnicity5,65-74,Chinese or Other Ethnic Groups,FALSE,228,68,34416.99999999999,0.9801487731057383,0.7565716754185001,1.2697959078223149,0.13209788375929113
ageband4,ethnicity5,65-74,(Missing),FALSE,192,53,30540.999999999996,0.8501837378531479,0.6373030420322635,1.1341737610493905,0.14704719829370266
ageband4,ethnicity5,75-104,White,TRUE,749,217,117233.99999999999,1,NA,NA,NA
ageband4,ethnicity5,75-104,Mixed,FALSE,129,42,19771.999999999996,1.171496155488212,0.841555301299721,1.630793888653644,0.16877108449543152
ageband4,ethnicity5,75-104,Asian or Asian British,FALSE,112,35,17236.999999999996,1.069500300001619,0.7480374415733123,1.5291091436516693,0.18239813565334667
ageband4,ethnicity5,75-104,Black or Black British,FALSE,135,37,21450.999999999996,0.9041271243391598,0.6372913057259153,1.2826879162185898,0.1784436436908954
ageband4,ethnicity5,75-104,Chinese or Other Ethnic Groups,FALSE,135,34,21584.999999999996,0.8469374895078885,0.5899452634641383,1.215880786841046,0.18449172216451673
ageband4,ethnicity5,75-104,(Missing),FALSE,151,43,23327.999999999996,0.9861545033287946,0.7108639269090997,1.3680546552195751,0.1670091966981513
ageband4,ethnicity5,12-49,White,TRUE,313,97,48122.99999999999,1,NA,NA,NA
ageband4,ethnicity5,12-49,Mixed,FALSE,47,15,7029.999999999999,1.0803245934357595,0.6268274022764355,1.861918006366031,0.2777324488980969
ageband4,ethnicity5,12-49,Asian or Asian British,FALSE,41,14,6813.999999999999,1.01851628438403,0.5815611683714507,1.783776974759885,0.2859165124783801
ageband4,ethnicity5,12-49,Black or Black British,FALSE,43,12,6643.999999999999,0.8797887719770354,0.4812713898122924,1.6082989757582518,0.30778653107740506
ageband4,ethnicity5,12-49,Chinese or Other Ethnic Groups,FALSE,27,9,4170.999999999999,1.0585928770168018,0.5346166783754545,2.0961165721128383,0.34855019532510306
ageband4,ethnicity5,12-49,(Missing),FALSE,47,9,7778.999999999999,0.5912570720394226,0.29774860184485136,1.1740942629809228,0.35000713983651444
ageband4,region,50-64,North East and Yorkshire,TRUE,409,123,61399.99999999999,1,NA,NA,NA
ageband4,region,50-64,North West,FALSE,170,61,25679.999999999996,1.1878435667872207,0.8738771999814614,1.6146116859299213,0.15661254673795072
ageband4,region,50-64,Midlands,FALSE,85,23,13500.999999999998,0.8516449636291973,0.545457418305664,1.3297080940395845,0.22732304871373957
ageband4,region,50-64,East of England,FALSE,37,12,5537.999999999999,1.1331699587933282,0.6249912727736455,2.054547337618151,0.30359566612238725
ageband4,region,50-64,London,FALSE,41,17,6116.999999999999,1.3976006492904498,0.8408435390479182,2.323009554320631,0.2592428362449521
ageband4,region,50-64,South East,FALSE,38,10,6011.999999999999,0.8479553173867077,0.4446715202591702,1.6169873435234108,0.32933875053867573
ageband4,region,50-64,South West,FALSE,42,16,6297.999999999999,1.3595217759069589,0.8032050072610036,2.3011552996514144,0.26851426996763433
ageband4,region,65-74,North East and Yorkshire,TRUE,1109,358,167756.99999999997,1,NA,NA,NA
ageband4,region,65-74,North West,FALSE,433,115,68875.99999999999,0.779490037540276,0.631754029789029,0.9617741873802491,0.10721614502975804
ageband4,region,65-74,Midlands,FALSE,214,76,31529.999999999996,1.1275011680362523,0.8801294889973849,1.4443998295879061,0.12637480384700056
ageband4,region,65-74,East of England,FALSE,98,34,15262.999999999998,1.0280399432978522,0.7229810631189401,1.4618171608209642,0.1796085405953093
ageband4,region,65-74,London,FALSE,109,26,17193.999999999996,0.6959231885018698,0.46723503769209834,1.036542735936174,0.20327254596343716
ageband4,region,65-74,South East,FALSE,105,30,16111.999999999998,0.8727852780548677,0.6011416270868407,1.267179159228762,0.1902376832755773
ageband4,region,65-74,South West,FALSE,113,32,17341.999999999996,0.8497157410974835,0.591556580133673,1.2205372485345234,0.18477101619580918
ageband4,region,75-104,North East and Yorkshire,TRUE,705,201,110507.99999999999,1,NA,NA,NA
ageband4,region,75-104,North West,FALSE,288,84,44978.99999999999,1.0173662353950943,0.7880822384225683,1.313357929489337,0.13029320886044693
ageband4,region,75-104,Midlands,FALSE,155,52,23835.999999999996,1.186174381083536,0.8736254664314578,1.6105410343475828,0.15604207445402063
ageband4,region,75-104,East of England,FALSE,75,18,11910.999999999998,0.8101025920255055,0.4999297057548809,1.3127169721101044,0.24627666642181026
ageband4,region,75-104,London,FALSE,66,19,10541.999999999998,1.0143215161764838,0.6332456577433956,1.6247219788998093,0.24037012054540596
ageband4,region,75-104,South East,FALSE,65,14,10387.999999999998,0.7284058391707089,0.4235828530599424,1.2525886322006088,0.2765914244893723
ageband4,region,75-104,South West,FALSE,57,20,8442.999999999998,1.2756095944187076,0.8052541623948841,2.0207034168363798,0.2347091594342749
ageband4,region,12-49,North East and Yorkshire,TRUE,272,83,42132.99999999999,1,NA,NA,NA
ageband4,region,12-49,North West,FALSE,98,30,15044.999999999998,1.0097309021995133,0.6650634651654193,1.5330213554928203,0.2130430312609498
ageband4,region,12-49,Midlands,FALSE,50,14,8391.999999999998,0.8423208731675406,0.4773651800486702,1.4862928488026501,0.2897396360562991
ageband4,region,12-49,East of England,FALSE,18,7,2402.9999999999995,1.4565262602118756,0.6691147473552442,3.1705604383585184,0.3968715986162271
ageband4,region,12-49,London,FALSE,22,9,2973.9999999999995,1.5628817568678768,0.7841108871273106,3.115119845994222,0.35191270533171737
ageband4,region,12-49,South East,FALSE,33,7,5361.999999999999,0.6812493086455808,0.3143035973290703,1.47659977319374,0.3946852840061165
ageband4,region,12-49,South West,FALSE,25,6,4251.999999999999,0.7227644019246813,0.315043360676771,1.6581475628223237,0.4236674916060171
ageband4,imd_quintile,50-64,1 (most deprived),TRUE,161,47,24823.999999999996,1,NA,NA,NA
ageband4,imd_quintile,50-64,2,FALSE,157,56,23260.999999999996,1.270725072400668,0.8622722951138926,1.8726592733846343,0.19784640654727076
ageband4,imd_quintile,50-64,3,FALSE,154,47,23446.999999999996,1.0620124720132966,0.6595890804832488,1.709959312676094,0.24301666438213446
ageband4,imd_quintile,50-64,4,FALSE,165,57,24542.999999999996,1.2173784650497268,0.6453596510476999,2.296409954915651,0.3238055758642765
ageband4,imd_quintile,50-64,5 (least deprived),FALSE,145,41,22809.999999999996,0.9229204747948507,0.4788474230997214,1.7788175558755515,0.33478220108288237
ageband4,imd_quintile,50-64,(Missing),FALSE,40,14,5660.999999999999,1.294460033627486,0.6823037611206664,2.4558369367724118,0.3267274161979197
ageband4,imd_quintile,65-74,1 (most deprived),TRUE,386,114,60294.99999999999,1,NA,NA,NA
ageband4,imd_quintile,65-74,2,FALSE,437,130,67597.99999999999,1.019376261916936,0.792511452276456,1.3111835297457142,0.12844075545425968
ageband4,imd_quintile,65-74,3,FALSE,433,141,65425.99999999999,1.0397098688173672,0.7769824245453864,1.3912755001488217,0.14861459330012097
ageband4,imd_quintile,65-74,4,FALSE,405,116,62994.99999999999,0.8104294986245006,0.5475598887403154,1.19949613868128,0.2000508753777371
ageband4,imd_quintile,65-74,5 (least deprived),FALSE,402,133,60161.99999999999,0.9629385776426687,0.6541667836971957,1.4174530523727977,0.19726244493392758
ageband4,imd_quintile,65-74,(Missing),FALSE,118,37,17597.999999999996,1.033961584438219,0.6963565738419689,1.5352430037324651,0.20168281521137077
ageband4,imd_quintile,75-104,1 (most deprived),TRUE,269,75,42102.99999999999,1,NA,NA,NA
ageband4,imd_quintile,75-104,2,FALSE,299,92,46048.99999999999,1.0999162751783778,0.8101464387808314,1.4933297913682098,0.1560101741067129
ageband4,imd_quintile,75-104,3,FALSE,296,87,46205.99999999999,1.0421093109861752,0.7252714135993189,1.4973591895130782,0.18493001721660932
ageband4,imd_quintile,75-104,4,FALSE,245,76,37732.99999999999,1.113638653456892,0.6785209798982846,1.8277858566130023,0.2527967878233599
ageband4,imd_quintile,75-104,5 (least deprived),FALSE,234,56,37547.99999999999,0.8180528665732689,0.4893785455419375,1.3674700262302248,0.2621429045992436
ageband4,imd_quintile,75-104,(Missing),FALSE,68,22,10967.999999999998,1.1036094062819646,0.6698606869650359,1.8182194377643823,0.25473509138658607
ageband4,imd_quintile,12-49,1 (most deprived),TRUE,101,24,16555.999999999996,1,NA,NA,NA
ageband4,imd_quintile,12-49,2,FALSE,123,33,18838.999999999996,1.2325507258650952,0.7273140949975327,2.088755466557714,0.2691287387174388
ageband4,imd_quintile,12-49,3,FALSE,95,41,13510.999999999998,2.0913538747160696,1.1970215367199757,3.653869955652344,0.28468646818962257
ageband4,imd_quintile,12-49,4,FALSE,88,25,14024.999999999998,1.0932957432228962,0.4740126810589481,2.5216531749298454,0.42639454749493627
ageband4,imd_quintile,12-49,5 (least deprived),FALSE,97,31,15337.999999999998,1.2480335973943235,0.5509761896029004,2.8269603834379873,0.4171672953422198
ageband4,imd_quintile,12-49,(Missing),FALSE,14,2,2291.9999999999995,0.5101685409791158,0.11394591381283845,2.284170897363364,0.7648187721216467
ageband4,carehome_status,50-64,FALSE,TRUE,780,248,118205.99999999999,1,NA,NA,NA
ageband4,carehome_status,50-64,TRUE,FALSE,42,14,6339.999999999999,1.0865571675272216,0.6326954176898758,1.865994987944529,0.2759133765437183
ageband4,carehome_status,65-74,FALSE,TRUE,1766,544,270298.99999999994,1,NA,NA,NA
ageband4,carehome_status,65-74,TRUE,FALSE,415,127,63774.99999999999,0.9924609864883146,0.8179536214338193,1.2041988492877567,0.09866613239237859
ageband4,carehome_status,75-104,FALSE,TRUE,1156,324,181318.99999999997,1,NA,NA,NA
ageband4,carehome_status,75-104,TRUE,FALSE,255,84,39287.99999999999,1.1885898594349553,0.9346311880276434,1.5115543671647969,0.12264046334876308
ageband4,carehome_status,12-49,FALSE,TRUE,499,150,77791.99999999999,1,NA,NA,NA
ageband4,carehome_status,12-49,TRUE,FALSE,19,6,2768.9999999999995,1.1175010905098832,0.49386385771438773,2.5286496830731675,0.41663541842702206
ageband4,primis_atrisk,50-64,FALSE,TRUE,31,10,4907.999999999999,1,NA,NA,NA
ageband4,primis_atrisk,50-64,TRUE,FALSE,791,252,119637.99999999999,1.0015641255355172,0.5310116138921285,1.8890937058930404,0.32374793354017434
ageband4,primis_atrisk,65-74,FALSE,TRUE,1752,544,268248.99999999994,1,NA,NA,NA
ageband4,primis_atrisk,65-74,TRUE,FALSE,429,127,65824.99999999999,0.9573958725318076,0.7890962672431766,1.161590663637583,0.09863887409869529
ageband4,primis_atrisk,75-104,FALSE,TRUE,1139,335,177451.99999999997,1,NA,NA,NA
ageband4,primis_atrisk,75-104,TRUE,FALSE,272,73,43154.99999999999,0.8970944880185686,0.6964412130716601,1.1555584381398325,0.12917472464124458
ageband4,primis_atrisk,12-49,FALSE,TRUE,11,4,1618.9999999999998,1,NA,NA,NA
ageband4,primis_atrisk,12-49,TRUE,FALSE,507,152,78941.99999999999,0.7588587878678202,0.280887906938779,2.050165370948955,0.5070807604771429
ageband4,crd,50-64,FALSE,TRUE,748,239,113320.99999999999,1,NA,NA,NA
ageband4,crd,50-64,TRUE,FALSE,74,23,11224.999999999998,0.977965743272953,0.6368417155692521,1.5018127293381047,0.2188578489066399
ageband4,crd,65-74,FALSE,TRUE,2136,659,327126.99999999994,1,NA,NA,NA
ageband4,crd,65-74,TRUE,FALSE,45,12,6946.999999999999,0.8582750899869572,0.484879196500341,1.519215786960663,0.29134458070370506
ageband4,crd,75-104,FALSE,TRUE,1385,403,216295.99999999997,1,NA,NA,NA
ageband4,crd,75-104,TRUE,FALSE,26,5,4310.999999999999,0.6058924125871692,0.2506942523068489,1.4643559325858198,0.45024723003098166
ageband4,crd,12-49,FALSE,TRUE,465,139,72539.99999999999,1,NA,NA,NA
ageband4,crd,12-49,TRUE,FALSE,53,17,8020.999999999999,1.0690083629000098,0.6444041247824582,1.7733885243766014,0.25824999124698617
ageband4,chd,50-64,FALSE,TRUE,745,237,113060.99999999999,1,NA,NA,NA
ageband4,chd,50-64,TRUE,FALSE,77,25,11484.999999999998,1.0274901917277788,0.6801617752816842,1.5521838075354377,0.2104853605035138
ageband4,chd,65-74,FALSE,TRUE,2137,660,327243.99999999994,1,NA,NA,NA
ageband4,chd,65-74,TRUE,FALSE,44,11,6829.999999999999,0.8011899056838848,0.4413976912354962,1.4542560546092218,0.3041646408599624
ageband4,chd,75-104,FALSE,TRUE,1382,400,216169.99999999997,1,NA,NA,NA
ageband4,chd,75-104,TRUE,FALSE,29,8,4436.999999999999,0.9475076861081616,0.47041282618695496,1.9084743554106316,0.35726390467777647
ageband4,chd,12-49,FALSE,TRUE,474,144,73310.99999999999,1,NA,NA,NA
ageband4,chd,12-49,TRUE,FALSE,44,12,7249.999999999999,0.8249922805212621,0.4559016650075691,1.4928926897171406,0.30260601453865016
ageband4,ckd,50-64,FALSE,TRUE,743,235,113008.99999999999,1,NA,NA,NA
ageband4,ckd,50-64,TRUE,FALSE,79,27,11536.999999999998,1.1229537759174921,0.7540104650484653,1.6724239799062983,0.20322391048915783
ageband4,ckd,65-74,FALSE,TRUE,2134,657,326841.99999999994,1,NA,NA,NA
ageband4,ckd,65-74,TRUE,FALSE,47,14,7231.999999999999,0.9653892245122514,0.5684319646075855,1.6395565570415307,0.2702344200727816
