group1,group1_value,group2,group2_value,time,cmlinc,cmlinc.low,cmlinc.high,early_milestone,primary_milestone,final_milestone
crd,FALSE,all,All,182,0.7320675105485233,0.7194092827004219,0.7447257383966245,0,0,1
crd,TRUE,all,All,7,0.04999999999999993,0,0.04999999999999993,0,0,0
crd,TRUE,all,All,14,0.04999999999999993,0.04999999999999993,0.09999999999999998,0,0,0
crd,TRUE,all,All,21,0.09999999999999998,0.04999999999999993,0.1499999999999999,0,0,0
crd,TRUE,all,All,28,0.09999999999999998,0.09999999999999998,0.19999999999999996,0,0,0
crd,TRUE,all,All,35,0.1499999999999999,0.09999999999999998,0.19999999999999996,0,0,0
crd,TRUE,all,All,42,0.1499999999999999,0.1499999999999999,0.25,0,0,0
crd,TRUE,all,All,49,0.19999999999999996,0.1499999999999999,0.25,0,0,0
crd,TRUE,all,All,56,0.19999999999999996,0.1499999999999999,0.25,1,0,0
crd,TRUE,all,All,63,0.25,0.19999999999999996,0.29999999999999993,0,0,0
crd,TRUE,all,All,70,0.29999999999999993,0.25,0.35,0,0,0
crd,TRUE,all,All,77,0.29999999999999993,0.25,0.3999999999999999,0,0,0
crd,TRUE,all,All,84,0.29999999999999993,0.25,0.3999999999999999,0,0,0
crd,TRUE,all,All,91,0.35,0.29999999999999993,0.3999999999999999,0,0,0
crd,TRUE,all,All,98,0.35,0.29999999999999993,0.44999999999999996,0,0,0
crd,TRUE,all,All,105,0.3999999999999999,0.29999999999999993,0.44999999999999996,0,0,0
crd,TRUE,all,All,112,0.3999999999999999,0.35,0.5,0,0,0
crd,TRUE,all,All,119,0.44999999999999996,0.35,0.5,0,0,0
crd,TRUE,all,All,126,0.44999999999999996,0.3999999999999999,0.55,0,0,0
crd,TRUE,all,All,133,0.5,0.44999999999999996,0.6,0,0,0
crd,TRUE,all,All,140,0.55,0.5,0.6499999999999999,0,0,0
crd,TRUE,all,All,147,0.6,0.5,0.6499999999999999,0,0,0
crd,TRUE,all,All,154,0.6,0.55,0.6499999999999999,0,1,0
crd,TRUE,all,All,161,0.6499999999999999,0.55,0.7,0,0,0
crd,TRUE,all,All,168,0.6499999999999999,0.6,0.7,0,0,0
crd,TRUE,all,All,175,0.6499999999999999,0.6,0.75,0,0,0
crd,TRUE,all,All,182,0.7,0.6,0.75,0,0,1
crd,FALSE,ageband4,12-49,7,0.021276595744680882,0.021276595744680882,0.042553191489361764,0,0,0
crd,FALSE,ageband4,12-49,14,0.06382978723404253,0.042553191489361764,0.08510638297872342,0,0,0
crd,FALSE,ageband4,12-49,21,0.08510638297872342,0.06382978723404253,0.12765957446808518,0,0,0
crd,FALSE,ageband4,12-49,28,0.1063829787234043,0.08510638297872342,0.14893617021276595,0,0,0
crd,FALSE,ageband4,12-49,35,0.12765957446808518,0.1063829787234043,0.17021276595744683,0,0,0
crd,FALSE,ageband4,12-49,42,0.14893617021276595,0.12765957446808518,0.19148936170212771,0,0,0
crd,FALSE,ageband4,12-49,49,0.19148936170212771,0.14893617021276595,0.23404255319148937,0,0,0
crd,FALSE,ageband4,12-49,56,0.21276595744680848,0.19148936170212771,0.25531914893617025,1,0,0
crd,FALSE,ageband4,12-49,63,0.23404255319148937,0.19148936170212771,0.27659574468085113,0,0,0
crd,FALSE,ageband4,12-49,70,0.25531914893617025,0.21276595744680848,0.2978723404255319,0,0,0
crd,FALSE,ageband4,12-49,77,0.27659574468085113,0.23404255319148937,0.3191489361702128,0,0,0
crd,FALSE,ageband4,12-49,84,0.2978723404255319,0.25531914893617025,0.34042553191489366,0,0,0
crd,FALSE,ageband4,12-49,91,0.3191489361702128,0.2978723404255319,0.3829787234042553,0,0,0
crd,FALSE,ageband4,12-49,98,0.36170212765957444,0.3191489361702128,0.4042553191489362,0,0,0
crd,FALSE,ageband4,12-49,105,0.4042553191489362,0.36170212765957444,0.44680851063829785,0,0,0
crd,FALSE,ageband4,12-49,112,0.44680851063829785,0.3829787234042553,0.4893617021276596,0,0,0
crd,FALSE,ageband4,12-49,119,0.44680851063829785,0.4042553191489362,0.5106382978723405,0,0,0
crd,FALSE,ageband4,12-49,126,0.4893617021276596,0.44680851063829785,0.5319148936170213,0,0,0
crd,FALSE,ageband4,12-49,133,0.5106382978723405,0.46808510638297873,0.5531914893617021,0,0,0
crd,FALSE,ageband4,12-49,140,0.5319148936170213,0.4893617021276596,0.574468085106383,0,0,0
crd,FALSE,ageband4,12-49,147,0.5531914893617021,0.5106382978723405,0.5957446808510638,0,0,0
crd,FALSE,ageband4,12-49,154,0.5957446808510638,0.5531914893617021,0.6382978723404256,0,1,0
crd,FALSE,ageband4,12-49,161,0.6170212765957447,0.574468085106383,0.6595744680851063,0,0,0
crd,FALSE,ageband4,12-49,168,0.6595744680851063,0.6170212765957447,0.7021276595744681,0,0,0
crd,FALSE,ageband4,12-49,175,0.7021276595744681,0.6595744680851063,0.7446808510638299,0,0,0
crd,FALSE,ageband4,12-49,182,0.7446808510638299,0.7021276595744681,0.7659574468085106,0,0,1
crd,FALSE,ageband4,50-64,7,0.039999999999999925,0.026666666666666616,0.05333333333333323,0,0,0
crd,FALSE,ageband4,50-64,14,0.06666666666666665,0.039999999999999925,0.07999999999999996,0,0,0
crd,FALSE,ageband4,50-64,21,0.07999999999999996,0.06666666666666665,0.10666666666666658,0,0,0
crd,FALSE,ageband4,50-64,28,0.10666666666666658,0.09333333333333327,0.1333333333333333,0,0,0
crd,FALSE,ageband4,50-64,35,0.1466666666666666,0.12,0.17333333333333323,0,0,0
crd,FALSE,ageband4,50-64,42,0.17333333333333323,0.1466666666666666,0.19999999999999996,0,0,0
crd,FALSE,ageband4,50-64,49,0.19999999999999996,0.17333333333333323,0.22666666666666657,0,0,0
crd,FALSE,ageband4,50-64,56,0.24,0.19999999999999996,0.2666666666666666,1,0,0
crd,FALSE,ageband4,50-64,63,0.2666666666666666,0.24,0.30666666666666664,0,0,0
crd,FALSE,ageband4,50-64,70,0.29333333333333333,0.2666666666666666,0.33333333333333326,0,0,0
crd,FALSE,ageband4,50-64,77,0.31999999999999995,0.29333333333333333,0.36,0,0,0
crd,FALSE,ageband4,50-64,84,0.36,0.31999999999999995,0.3866666666666666,0,0,0
crd,FALSE,ageband4,50-64,91,0.3866666666666666,0.3466666666666667,0.42666666666666664,0,0,0
crd,FALSE,ageband4,50-64,98,0.41333333333333333,0.3733333333333333,0.43999999999999995,0,0,0
crd,FALSE,ageband4,50-64,105,0.43999999999999995,0.41333333333333333,0.48,0,0,0
crd,FALSE,ageband4,50-64,112,0.48,0.43999999999999995,0.52,0,0,0
crd,FALSE,ageband4,50-64,119,0.5066666666666666,0.4666666666666667,0.5466666666666666,0,0,0
crd,FALSE,ageband4,50-64,126,0.5333333333333333,0.5066666666666666,0.5733333333333333,0,0,0
crd,FALSE,ageband4,50-64,133,0.56,0.5333333333333333,0.6,0,0,0
crd,FALSE,ageband4,50-64,140,0.6,0.56,0.6266666666666667,0,0,0
crd,FALSE,ageband4,50-64,147,0.6133333333333333,0.5866666666666667,0.6533333333333333,0,0,0
crd,FALSE,ageband4,50-64,154,0.6399999999999999,0.6133333333333333,0.6799999999999999,0,1,0
crd,FALSE,ageband4,50-64,161,0.6666666666666666,0.6266666666666667,0.6933333333333334,0,0,0
crd,FALSE,ageband4,50-64,168,0.6933333333333334,0.6533333333333333,0.72,0,0,0
crd,FALSE,ageband4,50-64,175,0.72,0.6799999999999999,0.7466666666666666,0,0,0
crd,FALSE,ageband4,50-64,182,0.7466666666666666,0.72,0.7733333333333333,0,0,1
crd,FALSE,ageband4,65-74,7,0.032710280373831835,0.02336448598130847,0.03738317757009357,0,0,0
crd,FALSE,ageband4,65-74,14,0.06074766355140193,0.051401869158878566,0.07476635514018704,0,0,0
crd,FALSE,ageband4,65-74,21,0.08878504672897203,0.07943925233644866,0.10280373831775713,0,0,0
crd,FALSE,ageband4,65-74,28,0.11682242990654212,0.10280373831775713,0.13084112149532712,0,0,0
crd,FALSE,ageband4,65-74,35,0.14018691588785048,0.1261682242990655,0.1542056074766356,0,0,0
crd,FALSE,ageband4,65-74,42,0.16355140186915895,0.14953271028037385,0.18224299065420568,0,0,0
crd,FALSE,ageband4,65-74,49,0.19626168224299068,0.17757009345794394,0.21028037383177578,0,0,0
crd,FALSE,ageband4,65-74,56,0.2289719626168225,0.21028037383177578,0.24766355140186924,1,0,0
crd,FALSE,ageband4,65-74,63,0.2570093457943926,0.23831775700934588,0.27570093457943934,0,0,0
crd,FALSE,ageband4,65-74,70,0.2850467289719627,0.266355140186916,0.30373831775700944,0,0,0
crd,FALSE,ageband4,65-74,77,0.3130841121495328,0.29439252336448607,0.33177570093457953,0,0,0
crd,FALSE,ageband4,65-74,84,0.3411214953271029,0.32242990654205617,0.35981308411214963,0,0,0
crd,FALSE,ageband4,65-74,91,0.36448598130841126,0.3457943925233645,0.3878504672897197,0,0,0
crd,FALSE,ageband4,65-74,98,0.39252336448598135,0.3738317757009346,0.4112149532710281,0,0,0
crd,FALSE,ageband4,65-74,105,0.42056074766355145,0.4018691588785047,0.4439252336448598,0,0,0
crd,FALSE,ageband4,65-74,112,0.4532710280373832,0.4299065420560748,0.4719626168224299,0,0,0
crd,FALSE,ageband4,65-74,119,0.48130841121495327,0.46261682242990654,0.5046728971962617,0,0,0
crd,FALSE,ageband4,65-74,126,0.5140186915887851,0.49065420560747663,0.5327102803738318,0,0,0
crd,FALSE,ageband4,65-74,133,0.5420560747663552,0.5233644859813085,0.5654205607476636,0,0,0
crd,FALSE,ageband4,65-74,140,0.5700934579439252,0.5467289719626169,0.5887850467289719,0,0,0
crd,FALSE,ageband4,65-74,147,0.5934579439252337,0.5747663551401869,0.6168224299065421,0,0,0
crd,FALSE,ageband4,65-74,154,0.6261682242990654,0.6074766355140186,0.6495327102803738,0,1,0
crd,FALSE,ageband4,65-74,161,0.6542056074766356,0.6355140186915889,0.6728971962616823,0,0,0
crd,FALSE,ageband4,65-74,168,0.6822429906542056,0.6635514018691588,0.7009345794392523,0,0,0
crd,FALSE,ageband4,65-74,175,0.7102803738317758,0.691588785046729,0.7289719626168225,0,0,0
crd,FALSE,ageband4,65-74,182,0.7383177570093458,0.719626168224299,0.7570093457943925,0,0,1
crd,FALSE,ageband4,75-104,7,0.02877697841726612,0.021582733812949617,0.03597122302158273,0,0,0
crd,FALSE,ageband4,75-104,14,0.050359712230215736,0.043165467625899234,0.06474820143884885,0,0,0
crd,FALSE,ageband4,75-104,21,0.07913669064748197,0.06474820143884885,0.09352517985611508,0,0,0
crd,FALSE,ageband4,75-104,28,0.1079136690647482,0.09352517985611508,0.1223021582733812,0,0,0
crd,FALSE,ageband4,75-104,35,0.13669064748201432,0.1223021582733812,0.15827338129496393,0,0,0
crd,FALSE,ageband4,75-104,42,0.16546762589928055,0.14388489208633093,0.18705035971223016,0,0,0
crd,FALSE,ageband4,75-104,49,0.19424460431654667,0.17266187050359705,0.2158273381294964,0,0,0
crd,FALSE,ageband4,75-104,56,0.2230215827338129,0.20143884892086328,0.2517985611510791,1,0,0
crd,FALSE,ageband4,75-104,63,0.2517985611510791,0.2302158273381295,0.28057553956834524,0,0,0
crd,FALSE,ageband4,75-104,70,0.28057553956834524,0.2589928057553956,0.3093525179856115,0,0,0
crd,FALSE,ageband4,75-104,77,0.3093525179856115,0.28776978417266186,0.3381294964028777,0,0,0
crd,FALSE,ageband4,75-104,84,0.3309352517985611,0.3093525179856115,0.3597122302158273,0,0,0
crd,FALSE,ageband4,75-104,91,0.3597122302158273,0.3381294964028777,0.38848920863309344,0,0,0
crd,FALSE,ageband4,75-104,98,0.38848920863309344,0.3669064748201438,0.41726618705035967,0,0,0
crd,FALSE,ageband4,75-104,105,0.41726618705035967,0.39568345323741005,0.4460431654676259,0,0,0
crd,FALSE,ageband4,75-104,112,0.4532374100719424,0.4244604316546763,0.474820143884892,0,0,0
crd,FALSE,ageband4,75-104,119,0.474820143884892,0.4460431654676259,0.5035971223021583,0,0,0
crd,FALSE,ageband4,75-104,126,0.5035971223021583,0.474820143884892,0.5251798561151079,0,0,0
crd,FALSE,ageband4,75-104,133,0.5251798561151079,0.5035971223021583,0.5539568345323741,0,0,0
crd,FALSE,ageband4,75-104,140,0.5611510791366906,0.5323741007194245,0.5899280575539568,0,0,0
crd,FALSE,ageband4,75-104,147,0.5827338129496402,0.5611510791366906,0.6115107913669064,0,0,0
crd,FALSE,ageband4,75-104,154,0.6115107913669064,0.5827338129496402,0.6330935251798562,0,1,0
crd,FALSE,ageband4,75-104,161,0.6330935251798562,0.60431654676259,0.6546762589928057,0,0,0
crd,FALSE,ageband4,75-104,168,0.6618705035971223,0.6330935251798562,0.6834532374100719,0,0,0
crd,FALSE,ageband4,75-104,175,0.6762589928057554,0.6546762589928057,0.7050359712230216,0,0,0
crd,FALSE,ageband4,75-104,182,0.7122302158273381,0.6834532374100719,0.7338129496402878,0,0,1
crd,TRUE,ageband4,12-49,7,0,0,0,0,0,0
crd,TRUE,ageband4,12-49,14,0,0,0.16666666666666674,0,0,0
crd,TRUE,ageband4,12-49,21,0,0,0.16666666666666674,0,0,0
crd,TRUE,ageband4,12-49,28,0,0,0.16666666666666674,0,0,0
crd,TRUE,ageband4,12-49,35,0.16666666666666674,0,0.16666666666666674,0,0,0
crd,TRUE,ageband4,12-49,42,0.16666666666666674,0,0.33333333333333337,0,0,0
crd,TRUE,ageband4,12-49,49,0.16666666666666674,0,0.33333333333333337,0,0,0
crd,TRUE,ageband4,12-49,56,0.16666666666666674,0,0.33333333333333337,1,0,0
crd,TRUE,ageband4,12-49,63,0.16666666666666674,0.16666666666666674,0.33333333333333337,0,0,0
crd,TRUE,ageband4,12-49,70,0.16666666666666674,0.16666666666666674,0.33333333333333337,0,0,0
crd,TRUE,ageband4,12-49,77,0.33333333333333337,0.16666666666666674,0.33333333333333337,0,0,0
crd,TRUE,ageband4,12-49,84,0.33333333333333337,0.16666666666666674,0.33333333333333337,0,0,0
crd,TRUE,ageband4,12-49,91,0.33333333333333337,0.16666666666666674,0.5,0,0,0
crd,TRUE,ageband4,12-49,98,0.33333333333333337,0.16666666666666674,0.5,0,0,0
crd,TRUE,ageband4,12-49,105,0.33333333333333337,0.16666666666666674,0.5,0,0,0
crd,TRUE,ageband4,12-49,112,0.33333333333333337,0.33333333333333337,0.5,0,0,0
crd,TRUE,ageband4,12-49,119,0.5,0.33333333333333337,0.5,0,0,0
crd,TRUE,ageband4,12-49,126,0.5,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,12-49,133,0.6666666666666667,0.5,0.6666666666666667,0,0,0
crd,TRUE,ageband4,12-49,140,0.6666666666666667,0.5,0.6666666666666667,0,0,0
crd,TRUE,ageband4,12-49,147,0.6666666666666667,0.5,0.8333333333333334,0,0,0
crd,TRUE,ageband4,12-49,154,0.6666666666666667,0.5,0.8333333333333334,0,1,0
crd,TRUE,ageband4,12-49,161,0.6666666666666667,0.5,0.8333333333333334,0,0,0
crd,TRUE,ageband4,12-49,168,0.6666666666666667,0.5,0.8333333333333334,0,0,0
crd,TRUE,ageband4,12-49,175,0.6666666666666667,0.5,0.8333333333333334,0,0,0
crd,TRUE,ageband4,12-49,182,0.6666666666666667,0.6666666666666667,0.8333333333333334,0,0,1
crd,TRUE,ageband4,50-64,7,0,0,0.125,0,0,0
crd,TRUE,ageband4,50-64,14,0,0,0.125,0,0,0
crd,TRUE,ageband4,50-64,21,0.125,0,0.25,0,0,0
crd,TRUE,ageband4,50-64,28,0.125,0,0.25,0,0,0
crd,TRUE,ageband4,50-64,35,0.125,0.125,0.25,0,0,0
crd,TRUE,ageband4,50-64,42,0.125,0.125,0.25,0,0,0
crd,TRUE,ageband4,50-64,49,0.125,0.125,0.25,0,0,0
crd,TRUE,ageband4,50-64,56,0.25,0.125,0.25,1,0,0
crd,TRUE,ageband4,50-64,63,0.25,0.125,0.375,0,0,0
crd,TRUE,ageband4,50-64,70,0.25,0.25,0.375,0,0,0
crd,TRUE,ageband4,50-64,77,0.25,0.25,0.375,0,0,0
crd,TRUE,ageband4,50-64,84,0.375,0.25,0.5,0,0,0
crd,TRUE,ageband4,50-64,91,0.375,0.25,0.5,0,0,0
crd,TRUE,ageband4,50-64,98,0.375,0.25,0.5,0,0,0
crd,TRUE,ageband4,50-64,105,0.375,0.25,0.5,0,0,0
crd,TRUE,ageband4,50-64,112,0.375,0.25,0.5,0,0,0
crd,TRUE,ageband4,50-64,119,0.375,0.375,0.5,0,0,0
crd,TRUE,ageband4,50-64,126,0.5,0.375,0.625,0,0,0
crd,TRUE,ageband4,50-64,133,0.5,0.375,0.625,0,0,0
crd,TRUE,ageband4,50-64,140,0.5,0.375,0.625,0,0,0
crd,TRUE,ageband4,50-64,147,0.5,0.375,0.625,0,0,0
crd,TRUE,ageband4,50-64,154,0.5,0.5,0.625,0,1,0
crd,TRUE,ageband4,50-64,161,0.625,0.5,0.75,0,0,0
crd,TRUE,ageband4,50-64,168,0.625,0.5,0.75,0,0,0
crd,TRUE,ageband4,50-64,175,0.625,0.5,0.75,0,0,0
crd,TRUE,ageband4,50-64,182,0.625,0.5,0.75,0,0,1
crd,TRUE,ageband4,65-74,7,0,0,0.19999999999999996,0,0,0
crd,TRUE,ageband4,65-74,14,0,0,0.19999999999999996,0,0,0
crd,TRUE,ageband4,65-74,21,0.19999999999999996,0,0.19999999999999996,0,0,0
crd,TRUE,ageband4,65-74,28,0.19999999999999996,0,0.19999999999999996,0,0,0
crd,TRUE,ageband4,65-74,35,0.19999999999999996,0,0.3999999999999999,0,0,0
crd,TRUE,ageband4,65-74,42,0.19999999999999996,0,0.3999999999999999,0,0,0
crd,TRUE,ageband4,65-74,49,0.19999999999999996,0.19999999999999996,0.3999999999999999,0,0,0
crd,TRUE,ageband4,65-74,56,0.19999999999999996,0.19999999999999996,0.3999999999999999,1,0,0
crd,TRUE,ageband4,65-74,63,0.3999999999999999,0.19999999999999996,0.3999999999999999,0,0,0
crd,TRUE,ageband4,65-74,70,0.3999999999999999,0.19999999999999996,0.3999999999999999,0,0,0
crd,TRUE,ageband4,65-74,77,0.3999999999999999,0.19999999999999996,0.3999999999999999,0,0,0
crd,TRUE,ageband4,65-74,84,0.3999999999999999,0.19999999999999996,0.6,0,0,0
crd,TRUE,ageband4,65-74,91,0.3999999999999999,0.19999999999999996,0.6,0,0,0
crd,TRUE,ageband4,65-74,98,0.3999999999999999,0.19999999999999996,0.6,0,0,0
crd,TRUE,ageband4,65-74,105,0.3999999999999999,0.19999999999999996,0.6,0,0,0
crd,TRUE,ageband4,65-74,112,0.3999999999999999,0.19999999999999996,0.6,0,0,0
crd,TRUE,ageband4,65-74,119,0.3999999999999999,0.19999999999999996,0.6,0,0,0
crd,TRUE,ageband4,65-74,126,0.3999999999999999,0.19999999999999996,0.6,0,0,0
crd,TRUE,ageband4,65-74,133,0.3999999999999999,0.3999999999999999,0.6,0,0,0
crd,TRUE,ageband4,65-74,140,0.3999999999999999,0.3999999999999999,0.6,0,0,0
crd,TRUE,ageband4,65-74,147,0.6,0.3999999999999999,0.6,0,0,0
crd,TRUE,ageband4,65-74,154,0.6,0.3999999999999999,0.6,0,1,0
crd,TRUE,ageband4,65-74,161,0.6,0.3999999999999999,0.8,0,0,0
crd,TRUE,ageband4,65-74,168,0.6,0.3999999999999999,0.8,0,0,0
crd,TRUE,ageband4,65-74,175,0.6,0.6,0.8,0,0,0
crd,TRUE,ageband4,65-74,182,0.6,0.6,0.8,0,0,1
crd,TRUE,ageband4,75-104,7,0,0,0.33333333333333337,0,0,0
crd,TRUE,ageband4,75-104,14,0.33333333333333337,0,0.33333333333333337,0,0,0
crd,TRUE,ageband4,75-104,21,0.33333333333333337,0,0.33333333333333337,0,0,0
crd,TRUE,ageband4,75-104,28,0.33333333333333337,0,0.33333333333333337,0,0,0
crd,TRUE,ageband4,75-104,35,0.33333333333333337,0,0.33333333333333337,0,0,0
crd,TRUE,ageband4,75-104,42,0.33333333333333337,0,0.33333333333333337,0,0,0
crd,TRUE,ageband4,75-104,49,0.33333333333333337,0,0.33333333333333337,0,0,0
crd,TRUE,ageband4,75-104,56,0.33333333333333337,0,0.33333333333333337,1,0,0
crd,TRUE,ageband4,75-104,63,0.33333333333333337,0,0.33333333333333337,0,0,0
crd,TRUE,ageband4,75-104,70,0.33333333333333337,0,0.33333333333333337,0,0,0
crd,TRUE,ageband4,75-104,77,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,75-104,84,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,75-104,91,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,75-104,98,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,75-104,105,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,75-104,112,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,75-104,119,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,75-104,126,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,75-104,133,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,75-104,140,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,75-104,147,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,75-104,154,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,1,0
crd,TRUE,ageband4,75-104,161,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,75-104,168,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
crd,TRUE,ageband4,75-104,175,0.6666666666666667,0.6666666666666667,1,0,0,0
crd,TRUE,ageband4,75-104,182,0.6666666666666667,0.6666666666666667,1,0,0,1
crd,FALSE,ageband13,18-29,7,0,0,0,0,0,0
crd,FALSE,ageband13,18-29,14,0,0,0.33333333333333337,0,0,0
crd,FALSE,ageband13,18-29,21,0,0,0.33333333333333337,0,0,0
crd,FALSE,ageband13,18-29,28,0,0,0.33333333333333337,0,0,0
crd,FALSE,ageband13,18-29,35,0,0,0.33333333333333337,0,0,0
crd,FALSE,ageband13,18-29,42,0,0,0.33333333333333337,0,0,0
crd,FALSE,ageband13,18-29,49,0,0,0.33333333333333337,0,0,0
crd,FALSE,ageband13,18-29,56,0,0,0.33333333333333337,1,0,0
crd,FALSE,ageband13,18-29,63,0.33333333333333337,0,0.33333333333333337,0,0,0
crd,FALSE,ageband13,18-29,70,0.33333333333333337,0,0.33333333333333337,0,0,0
crd,FALSE,ageband13,18-29,77,0.33333333333333337,0,0.33333333333333337,0,0,0
crd,FALSE,ageband13,18-29,84,0.33333333333333337,0,0.33333333333333337,0,0,0
crd,FALSE,ageband13,18-29,91,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,FALSE,ageband13,18-29,98,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,FALSE,ageband13,18-29,105,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,FALSE,ageband13,18-29,112,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,FALSE,ageband13,18-29,119,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,FALSE,ageband13,18-29,126,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,FALSE,ageband13,18-29,133,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,FALSE,ageband13,18-29,140,0.33333333333333337,0.33333333333333337,0.6666666666666667,0,0,0
crd,FALSE,ageband13,18-29,147,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
crd,FALSE,ageband13,18-29,154,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,1,0
crd,FALSE,ageband13,18-29,161,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
crd,FALSE,ageband13,18-29,168,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
crd,FALSE,ageband13,18-29,175,0.6666666666666667,0.33333333333333337,0.6666666666666667,0,0,0
crd,FALSE,ageband13,18-29,182,0.6666666666666667,0.6666666666666667,1,0,0,1
crd,FALSE,ageband13,30-39,7,0,0,0.07692307692307687,0,0,0
crd,FALSE,ageband13,30-39,14,0.07692307692307687,0,0.15384615384615374,0,0,0
crd,FALSE,ageband13,30-39,21,0.07692307692307687,0.07692307692307687,0.15384615384615374,0,0,0
crd,FALSE,ageband13,30-39,28,0.15384615384615374,0.07692307692307687,0.15384615384615374,0,0,0
crd,FALSE,ageband13,30-39,35,0.15384615384615374,0.07692307692307687,0.23076923076923073,0,0,0
crd,FALSE,ageband13,30-39,42,0.15384615384615374,0.07692307692307687,0.23076923076923073,0,0,0
crd,FALSE,ageband13,30-39,49,0.15384615384615374,0.07692307692307687,0.23076923076923073,0,0,0
crd,FALSE,ageband13,30-39,56,0.15384615384615374,0.15384615384615374,0.3076923076923077,1,0,0
crd,FALSE,ageband13,30-39,63,0.23076923076923073,0.15384615384615374,0.3076923076923077,0,0,0
crd,FALSE,ageband13,30-39,70,0.23076923076923073,0.15384615384615374,0.3076923076923077,0,0,0
